# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	OR4F16 (-115333)
Region105984	KREMEN1 (-33176)
Region105985	KREMEN1 (-32497)
Region105986	KREMEN1 (-282)
Region105987	KREMEN1 (+47228)
Region105988	EMID1 (-9431)
Region105989	RHBDD3 (+22356)
Region105990	RHBDD3 (-46)
Region105991	GAS2L1 (-51)
Region105992	AP1B1 (+16868)
Region105993	AP1B1 (+231)
Region105994	AP1B1 (-6678)
Region105995	AP1B1 (-24300)
Region105996	RFPL1 (-23290)
Region105997	RFPL1 (-22605)
Region105998	NEFH (-16214)
Region105999	NEFH (+678)
Region106000	THOC5 (+148)
Region106001	NIPSNAP1 (+122)
Region106002	NIPSNAP1 (-8675)
Region106003	NF2 (+89)
Region106004	CABP7 (-55576)
Region106005	CABP7 (-46685)
Region106006	CABP7 (-39261)
Region106007	CABP7 (-14950)
Region106008	ZMAT5 (-195)
Region106009	ASCC2 (-48)
Region106010	ASCC2 (-8495)
Region106011	MTMR3 (+53)
Region106012	HORMAD2 (-69425)
Region106013	HORMAD2 (-43790)
Region106014	HORMAD2 (-32582)
Region106015	HORMAD2 (+468)
Region106016	HORMAD2 (+29177)
Region106017	LIF (+77786)
Region106018	LIF (+25250)
Region106019	OSM (+628)
Region106020	OSM (-799)
Region106021	OSM (-9321)
Region106022	CASTOR1 (+1581)
Region106023	CASTOR1 (-115)
Region106024	CASTOR1 (-16194)
Region106025	TBC1D10A (+15309)
Region106026	TBC1D10A (-150)
Region106027	SF3A1 (+120)
Region106028	RNF215 (+11)
Region106029	SEC14L2 (+301)
Region106030	ENSG00000249590 (+5219)
Region106031	MTFP1 (-1491)
Region106032	MTFP1 (+1011)
Region106033	MTFP1 (+10307)
Region106034	SEC14L3 (-13532)
Region106035	SEC14L6 (+6512)
Region106036	SEC14L6 (-2537)
Region106037	PES1 (-261)
Region106038	TCN2 (+101)
Region106039	SLC35E4 (-278)
Region106040	DUSP18 (-40)
Region106041	OSBP2 (-12418)
Region106042	OSBP2 (-319)
Region106043	OSBP2 (+213)
Region106044	OSBP2 (+725)
Region106045	OSBP2 (+10201)
Region106046	OSBP2 (+59863)
Region106047	OSBP2 (+60808)
Region106048	OSBP2 (+77806)
Region106049	OSBP2 (+93637)
Region106050	OSBP2 (+108039)
Region106051	OSBP2 (+127460)
Region106052	MORC2 (+77591)
Region106053	MORC2 (+46135)
Region106054	MORC2 (+27698)
Region106055	MORC2 (+20114)
Region106056	MORC2 (-1004)
Region106057	MORC2 (-40118)
Region106058	SMTN (-22929)
Region106059	SMTN (-1648)
Region106060	SMTN (+2226)
Region106061	SELENOM (+12505)
Region106062	RNF185 (+152)
Region106063	RNF185 (+19306)
Region106064	RNF185 (+29693)
Region106065	LIMK2 (-36174)
Region106066	LIMK2 (-7057)
Region106067	LIMK2 (-256)
Region106068	LIMK2 (+6549)
Region106069	PIK3IP1 (+13268)
Region106070	PIK3IP1 (+5996)
Region106071	PIK3IP1 (+1590)
Region106072	PIK3IP1 (+26)
Region106073	PATZ1 (+260)
Region106074	DRG1 (-33)
Region106075	DRG1 (+14311)
Region106076	DRG1 (+40162)
Region106077	EIF4ENIF1 (+15413)
Region106078	EIF4ENIF1 (-418)
Region106079	SFI1 (+180)
Region106080	SFI1 (+19105)
Region106081	SFI1 (+31566)
Region106082	PISD (+43186)
Region106083	PISD (+36409)
Region106084	PISD (+27529)
Region106085	PISD (+4098)
Region106086	PISD (-2303)
Region106087	PISD (-25852)
Region106088	PISD (-34037)
Region106089	PISD (-48718)
Region106090	DEPDC5 (-44679)
Region106091	DEPDC5 (-24969)
Region106092	DEPDC5 (-15988)
Region106093	DEPDC5 (-4015)
Region106094	DEPDC5 (-86)
Region106095	DEPDC5 (+14832)
Region106096	DEPDC5 (+91456)
Region106097	YWHAH (+133)
Region106098	YWHAH (+12244)
Region106099	YWHAH (+26221)
Region106100	YWHAH (+32902)
Region106101	YWHAH (+39951)
Region106102	YWHAH (+42978)
Region106103	SLC5A1 (-8676)
Region106104	SLC5A1 (-1014)
Region106105	SLC5A1 (+937)
Region106106	SLC5A1 (+71483)
Region106107	SLC5A1 (+76492)
Region106108	RFPL2 (+65548)
Region106109	RFPL2 (+58492)
Region106110	SLC5A4 (+5036)
Region106111	SLC5A4 (-15858)
Region106112	RFPL3 (+18943)
Region106113	RTCB (+16470)
Region106114	RTCB (+91)
Region106115	FBXO7 (+163)
Region106116	FBXO7 (+28127)
Region106117	FBXO7 (+61243)
Region106118	FBXO7 (+108495)
Region106119	FBXO7 (+122890)
Region106120	FBXO7 (+141721)
Region106121	TIMP3 (-157027)
Region106122	TIMP3 (-70461)
Region106123	TIMP3 (-67456)
Region106124	TIMP3 (+62374)
Region106125	TIMP3 (+80458)
Region106126	SYN3 (+63807)
Region106127	SYN3 (-51293)
Region106128	SYN3 (-87366)
Region106129	SYN3 (-342412)
Region106130	SYN3 (-394814)
Region106131	LARGE1 (-665)
Region106132	ISX (-188543)
Region106133	ISX (+21712)
Region106134	ISX (+84730)
Region106135	HMGXB4 (-52848)
Region106136	HMGXB4 (-46617)
Region106137	HMGXB4 (-34460)
Region106138	HMGXB4 (+135)
Region106139	TOM1 (+246)
Region106140	TOM1 (+11902)
Region106141	HMOX1 (-30014)
Region106142	HMOX1 (-405)
Region106143	HMOX1 (+304)
Region106144	MCM5 (+175)
Region106145	RASD2 (-17393)
Region106146	RASD2 (-511)
Region106147	RASD2 (+13513)
Region106148	RASD2 (+17668)
Region106149	MB (-5136)
Region106150	MB (-10273)
Region106151	APOL6 (+115)
Region106152	APOL6 (+12452)
Region106153	APOL5 (+7900)
Region106154	RBFOX2 (+133101)
Region106155	RBFOX2 (-321)
Region106156	RBFOX2 (-37531)
Region106157	APOL3 (+52493)
Region106158	APOL3 (+36861)
Region106159	APOL3 (+3868)
Region106160	APOL3 (+206)
Region106161	APOL3 (-403)
Region106162	APOL3 (-1283)
Region106163	APOL3 (-6032)
Region106164	APOL3 (-6559)
Region106165	APOL3 (-19448)
Region106166	APOL4 (+16131)
Region106167	APOL2 (+1184)
Region106168	APOL2 (+246)
Region106169	APOL1 (-5876)
Region106170	APOL1 (-5327)
Region106171	APOL1 (+68)
Region106172	APOL1 (+48394)
Region106173	MYH9 (+56163)
Region106174	MYH9 (+55005)
Region106175	MYH9 (+50308)
Region106176	MYH9 (+30587)
Region106177	MYH9 (+22914)
Region106178	MYH9 (+15146)
Region106179	MYH9 (+10725)
Region106180	MYH9 (+2966)
Region106181	MYH9 (+953)
Region106182	MYH9 (+47)
Region106183	MYH9 (-17806)
Region106184	MYH9 (-22207)
Region106185	TXN2 (+46259)
Region106186	TXN2 (+29979)
Region106187	TXN2 (+26738)
Region106188	TXN2 (+19843)
Region106189	TXN2 (+11603)
Region106190	TXN2 (+232)
Region106191	FOXRED2 (+177)
Region106192	EIF3D (+127)
Region106193	EIF3D (-21363)
Region106194	CACNG2 (+53765)
Region106195	CACNG2 (+43179)
Region106196	CACNG2 (+41615)
Region106197	CACNG2 (+17)
Region106198	CACNG2 (-17284)
Region106199	IFT27 (+32051)
Region106200	IFT27 (+12007)
Region106201	IFT27 (-128)
Region106202	IFT27 (-6153)
Region106203	PVALB (+20549)
Region106204	PVALB (+837)
Region106205	NCF4 (-4485)
Region106206	NCF4 (+11841)
Region106207	CSF2RB (+50773)
Region106208	TST (+41566)
Region106209	TST (+20239)
Region106210	TST (+908)
Region106211	TST (+215)
Region106212	KCTD17 (+53)
Region106213	TMPRSS6 (+23787)
Region106214	TMPRSS6 (+5608)
Region106215	TMPRSS6 (-18661)
Region106216	IL2RB (+16460)
Region106217	IL2RB (+1250)
Region106218	IL2RB (+75)
Region106219	IL2RB (-16507)
Region106220	C1QTNF6 (+1672)
Region106221	C1QTNF6 (-10876)
Region106222	SSTR3 (+4228)
Region106223	SSTR3 (-6809)
Region106224	SSTR3 (-10389)
Region106225	RAC2 (+14143)
Region106226	RAC2 (+12603)
Region106227	RAC2 (+5649)
Region106228	RAC2 (+1618)
Region106229	RAC2 (+73)
Region106230	RAC2 (-16894)
Region106231	CYTH4 (-15186)
Region106232	CYTH4 (+25602)
Region106233	CYTH4 (+34767)
Region106234	CYTH4 (+66199)
Region106235	ELFN2 (+72071)
Region106236	ELFN2 (+43965)
Region106237	ELFN2 (-541)
Region106238	MFNG (+28920)
Region106239	MFNG (+20182)
Region106240	MFNG (+1694)
Region106241	CARD10 (+218)
Region106242	CARD10 (-19329)
Region106243	CDC42EP1 (+1639)
Region106244	CDC42EP1 (+6868)
Region106245	LGALS2 (-12549)
Region106246	GGA1 (-1127)
Region106247	GGA1 (+202)
Region106248	GGA1 (+15348)
Region106249	SH3BP1 (-11749)
Region106250	SH3BP1 (+17)
Region106251	PDXP (-106)
Region106252	LGALS1 (+1524)
Region106253	NOL12 (+46)
Region106254	TRIOBP (-139)
Region106255	TRIOBP (+36338)
Region106256	TRIOBP (+44177)
Region106257	TRIOBP (+49353)
Region106258	H1F0 (-13373)
Region106259	H1F0 (-9349)
Region106260	H1F0 (+127)
Region106261	GCAT (+251)
Region106262	GALR3 (-4647)
Region106263	GALR3 (+9003)
Region106264	ANKRD54 (+153)
Region106265	EIF3L (-19)
Region106266	EIF3L (+14506)
Region106267	MICALL1 (-18269)
Region106268	MICALL1 (-9702)
Region106269	MICALL1 (+177)
Region106270	C22orf23 (+19644)
Region106271	C22orf23 (-41)
Region106272	POLR2F (+11571)
Region106273	SOX10 (-35096)
Region106274	PICK1 (-4711)
Region106275	PICK1 (+145)
Region106276	SLC16A8 (-2675)
Region106277	BAIAP2L2 (+11506)
Region106278	BAIAP2L2 (-4035)
Region106279	BAIAP2L2 (-27689)
Region106280	BAIAP2L2 (-35364)
Region106281	PLA2G6 (+30680)
Region106282	PLA2G6 (+27791)
Region106283	PLA2G6 (+5392)
Region106284	PLA2G6 (+608)
Region106285	PLA2G6 (-6)
Region106286	PLA2G6 (-7419)
Region106287	MAFF (+170)
Region106288	MAFF (+1355)
Region106289	MAFF (+12873)
Region106290	TMEM184B (+186)
Region106291	CSNK1E (+205)
Region106292	CSNK1E (-18843)
Region106293	KCNJ4 (+57916)
Region106294	KCNJ4 (+56686)
Region106295	KCNJ4 (+44954)
Region106296	KCNJ4 (+12201)
Region106297	KDELR3 (-6437)
Region106298	KDELR3 (-161)
Region106299	KDELR3 (+461)
Region106300	KDELR3 (+13717)
Region106301	DDX17 (+85)
Region106302	DDX17 (-30516)
Region106303	DMC1 (+4661)
Region106304	DMC1 (+72)
Region106305	DMC1 (-13473)
Region106306	DMC1 (-42134)
Region106307	CBY1 (-8984)
Region106308	CBY1 (+1705)
Region106309	TOMM22 (-7)
Region106310	JOSD1 (-427)
Region106311	GTPBP1 (+84)
Region106312	SUN2 (+4224)
Region106313	SUN2 (+106)
Region106314	DNAL4 (+17011)
Region106315	DNAL4 (-17)
Region106316	DNAL4 (-13571)
Region106317	NPTXR (+22836)
Region106318	NPTXR (+235)
Region106319	CBX6 (+240)
Region106320	APOBEC3A (+3156)
Region106321	APOBEC3B (-5)
Region106322	APOBEC3C (-10724)
Region106323	ENSG00000284554 (-73)
Region106324	APOBEC3D (-358)
Region106325	APOBEC3F (+214)
Region106326	APOBEC3G (-14945)
Region106327	APOBEC3G (-12907)
Region106328	APOBEC3G (+44)
Region106329	APOBEC3H (-6539)
Region106330	APOBEC3H (+2346)
Region106331	APOBEC3H (+20643)
Region106332	CBX7 (+22605)
Region106333	CBX7 (+16742)
Region106334	CBX7 (+8027)
Region106335	CBX7 (+6837)
Region106336	CBX7 (-182)
Region106337	CBX7 (-18545)
Region106338	PDGFB (+28843)
Region106339	PDGFB (+2649)
Region106340	PDGFB (+1348)
Region106341	RPL3 (+8722)
Region106342	RPL3 (+117)
Region106343	RPL3 (-8714)
Region106344	SYNGR1 (-6322)
Region106345	SYNGR1 (-57)
Region106346	TAB1 (-10912)
Region106347	TAB1 (+149)
Region106348	TAB1 (+12952)
Region106349	MGAT3 (-8593)
Region106350	MGAT3 (-493)
Region106351	MIEF1 (-9943)
Region106352	MIEF1 (+2148)
Region106353	ATF4 (-8267)
Region106354	ATF4 (-188)
Region106355	RPS19BP1 (+3399)
Region106356	RPS19BP1 (+176)
Region106357	RPS19BP1 (-12845)
Region106358	CACNA1I (+27454)
Region106359	CACNA1I (+52245)
Region106360	CACNA1I (+91599)
Region106361	CACNA1I (+157635)
Region106362	GRAP2 (-164)
Region106363	GRAP2 (+8003)
Region106364	GRAP2 (+16909)
Region106365	GRAP2 (+20029)
Region106366	GRAP2 (+32400)
Region106367	GRAP2 (+39936)
Region106368	GRAP2 (+46352)
Region106369	GRAP2 (+49585)
Region106370	GRAP2 (+50746)
Region106371	GRAP2 (+51374)
Region106372	GRAP2 (+64959)
Region106373	GRAP2 (+93492)
Region106374	GRAP2 (+94792)
Region106375	GRAP2 (+109017)
Region106376	TNRC6B (-133182)
Region106377	TNRC6B (-122346)
Region106378	TNRC6B (-109766)
Region106379	TNRC6B (-99656)
Region106380	TNRC6B (-96088)
Region106381	TNRC6B (-74274)
Region106382	TNRC6B (-61019)
Region106383	TNRC6B (-55272)
Region106384	TNRC6B (-39408)
Region106385	TNRC6B (-440)
Region106386	TNRC6B (+738)
Region106387	TNRC6B (+25828)
Region106388	TNRC6B (+31624)
Region106389	TNRC6B (+62281)
Region106390	TNRC6B (+63409)
Region106391	TNRC6B (+70312)
Region106392	ADSL (-70574)
Region106393	ADSL (-58999)
Region106394	ADSL (-56167)
Region106395	ADSL (-21402)
Region106396	ADSL (-13623)
Region106397	ADSL (-12990)
Region106398	ADSL (+49)
Region106399	SGSM3 (-36)
Region106400	SGSM3 (+31350)
Region106401	SGSM3 (+45428)
Region106402	SGSM3 (+48300)
Region106403	SGSM3 (+65742)
Region106404	MKL1 (+75036)
Region106405	MKL1 (+70506)
Region106406	MKL1 (+40481)
Region106407	MKL1 (+31999)
Region106408	MKL1 (+14392)
Region106409	MKL1 (-47)
Region106410	MKL1 (-3740)
Region106411	MKL1 (-27513)
Region106412	MCHR1 (-41851)
Region106413	MCHR1 (-40452)
Region106414	MCHR1 (-32320)
Region106415	MCHR1 (-26811)
Region106416	MCHR1 (-17063)
Region106417	MCHR1 (-14436)
Region106418	MCHR1 (+4525)
Region106419	MCHR1 (+32859)
Region106420	MCHR1 (+42581)
Region106421	MCHR1 (+50120)
Region106422	MCHR1 (+66119)
Region106423	SLC25A17 (+17096)
Region106424	SLC25A17 (+184)
Region106425	ST13 (+237)
Region106426	RBX1 (-28314)
Region106427	RBX1 (-40)
Region106428	RBX1 (+18497)
Region106429	RBX1 (+58213)
Region106430	EP300 (-69809)
Region106431	EP300 (-24959)
Region106432	EP300 (+188)
Region106433	EP300 (+9188)
Region106434	EP300 (+20429)
Region106435	EP300 (+23089)
Region106436	L3MBTL2 (-27825)
Region106437	L3MBTL2 (-7635)
Region106438	L3MBTL2 (+31)
Region106439	L3MBTL2 (+12512)
Region106440	CHADL (+3093)
Region106441	CHADL (-20287)
Region106442	RANGAP1 (-3609)
Region106443	ZC3H7B (+35)
Region106444	ZC3H7B (+834)
Region106445	TEF (-13894)
Region106446	TEF (-4)
Region106447	TEF (+22063)
Region106448	TEF (+32042)
Region106449	TOB2 (+2495)
Region106450	TOB2 (+210)
Region106451	TOB2 (-510)
Region106452	TOB2 (-1219)
Region106453	ACO2 (-139)
Region106454	POLR3H (+19454)
Region106455	POLR3H (+17448)
Region106456	POLR3H (-94)
Region106457	CSDC2 (+153)
Region106458	PMM1 (+5521)
Region106459	PMM1 (+35)
Region106460	DESI1 (+14218)
Region106461	DESI1 (-5)
Region106462	XRCC6 (+9409)
Region106463	XRCC6 (+18114)
Region106464	SNU13 (+21854)
Region106465	SNU13 (+6392)
Region106466	SNU13 (-15)
Region106467	C22orf46 (+138)
Region106468	MEI1 (-2124)
Region106469	MEI1 (+95)
Region106470	CCDC134 (-19392)
Region106471	CCDC134 (-249)
Region106472	SREBF2 (+97)
Region106473	SREBF2 (+24538)
Region106474	SREBF2 (+29455)
Region106475	TNFRSF13C (+361)
Region106476	TNFRSF13C (-1951)
Region106477	CENPM (+6840)
Region106478	CENPM (+5709)
Region106479	CENPM (+366)
Region106480	CENPM (-9474)
Region106481	CENPM (-10668)
Region106482	CENPM (-11444)
Region106483	SEPT3 (+91)
Region106484	WBP2NL (-87)
Region106485	NAGA (+18509)
Region106486	NAGA (+11872)
Region106487	NAGA (-32)
Region106488	FAM109B (+227)
Region106489	SMDT1 (+175)
Region106490	NDUFA6 (+256)
Region106491	CYP2D6 (+10379)
Region106492	CYP2D6 (-19956)
Region106493	TCF20 (+34705)
Region106494	TCF20 (-5974)
Region106495	TCF20 (-43529)
Region106496	TCF20 (-54711)
Region106497	TCF20 (-68421)
Region106498	TCF20 (-80665)
Region106499	TCF20 (-98796)
Region106500	NFAM1 (+108366)
Region106501	NFAM1 (+63409)
Region106502	NFAM1 (+50362)
Region106503	NFAM1 (+20308)
Region106504	NFAM1 (-5436)
Region106505	NFAM1 (-12022)
Region106506	NFAM1 (-20329)
Region106507	NFAM1 (-27645)
Region106508	NFAM1 (-28223)
Region106509	RRP7A (+19180)
Region106510	RRP7A (+119)
Region106511	RRP7A (-13497)
Region106512	SERHL2 (-2278)
Region106513	SERHL2 (+45)
Region106514	SERHL2 (+28117)
Region106515	POLDIP3 (+22874)
Region106516	POLDIP3 (+20233)
Region106517	POLDIP3 (+14)
Region106518	CYB5R3 (-4819)
Region106519	CYB5R3 (-17950)
Region106520	A4GALT (-17759)
Region106521	A4GALT (-25690)
Region106522	A4GALT (-74131)
Region106523	ARFGAP3 (+71184)
Region106524	ARFGAP3 (+10746)
Region106525	ARFGAP3 (+212)
Region106526	ARFGAP3 (-10426)
Region106527	ARFGAP3 (-73817)
Region106528	PACSIN2 (+64063)
Region106529	PACSIN2 (+54631)
Region106530	PACSIN2 (+19586)
Region106531	PACSIN2 (+229)
Region106532	PACSIN2 (-8527)
Region106533	TTLL1 (+30)
Region106534	BIK (+538)
Region106535	MCAT (+6304)
Region106536	MCAT (+305)
Region106537	TSPO (+315)
Region106538	TTLL12 (+364)
Region106539	TTLL12 (-544)
Region106540	TTLL12 (-44505)
Region106541	TTLL12 (-77132)
Region106542	SCUBE1 (+52214)
Region106543	SCUBE1 (+16001)
Region106544	SCUBE1 (-3023)
Region106545	SCUBE1 (-26682)
Region106546	MPPED1 (-25369)
Region106547	MPPED1 (-23437)
Region106548	MPPED1 (+89040)
Region106549	EFCAB6 (+5729)
Region106550	EFCAB6 (-271)
Region106551	SULT4A1 (+21678)
Region106552	PNPLA5 (-15190)
Region106553	PNPLA3 (+348)
Region106554	SAMM50 (-9428)
Region106555	SAMM50 (+58)
Region106556	PARVB (+31787)
Region106557	PARVB (+32192)
Region106558	PARVB (+47215)
Region106559	PARVB (+82262)
Region106560	PARVG (-45540)
Region106561	PARVG (-6587)
Region106562	PARVG (+486)
Region106563	PARVG (+1655)
Region106564	KIAA1644 (+12577)
Region106565	KIAA1644 (-36729)
Region106566	KIAA1644 (-90498)
Region106567	KIAA1644 (-130345)
Region106568	KIAA1644 (-142776)
Region106569	PRR5 (-178816)
Region106570	PRR5 (-157225)
Region106571	PRR5 (-153037)
Region106572	PRR5 (-109565)
Region106573	PRR5 (-104468)
Region106574	PRR5 (-56713)
Region106575	PRR5 (-50877)
Region106576	PRR5 (-32011)
Region106577	PRR5 (-8626)
Region106578	PRR5 (+8221)
Region106579	PRR5-ARHGAP8 (-4729)
Region106580	PRR5-ARHGAP8 (-19)
Region106581	PRR5-ARHGAP8 (+8273)
Region106582	ARHGAP8 (-16039)
Region106583	ARHGAP8 (-146)
Region106584	ARHGAP8 (+271)
Region106585	ARHGAP8 (+32385)
Region106586	PHF21B (+121529)
Region106587	PHF21B (+103208)
Region106588	PHF21B (+245)
Region106589	PHF21B (-54489)
Region106590	PHF21B (-60886)
Region106591	NUP50 (+133)
Region106592	NUP50 (+9488)
Region106593	UPK3A (-44512)
Region106594	UPK3A (-43680)
Region106595	UPK3A (-22933)
Region106596	UPK3A (-15653)
Region106597	UPK3A (-171)
Region106598	UPK3A (+11975)
Region106599	FAM118A (+804)
Region106600	FAM118A (+9761)
Region106601	FAM118A (+19245)
Region106602	FAM118A (+32659)
Region106603	SMC1B (+131)
Region106604	RIBC2 (+23329)
Region106605	RIBC2 (+39926)
Region106606	ATXN10 (-49378)
Region106607	ATXN10 (-40264)
Region106608	ATXN10 (-25829)
Region106609	ATXN10 (-17265)
Region106610	ATXN10 (+406)
Region106611	ATXN10 (+75806)
Region106612	WNT7B (+119813)
Region106613	WNT7B (-1745)
Region106614	WNT7B (-18005)
Region106615	WNT7B (-36769)
Region106616	WNT7B (-59189)
Region106617	WNT7B (-76938)
Region106618	PPARA (-80797)
Region106619	PPARA (-56491)
Region106620	PPARA (-35150)
Region106621	PPARA (-8917)
Region106622	PPARA (-1329)
Region106623	CDPF1 (+26968)
Region106624	CDPF1 (+11047)
Region106625	CDPF1 (+271)
Region106626	TTC38 (-66)
Region106627	TTC38 (+12432)
Region106628	GTSE1 (+94)
Region106629	TRMU (-12390)
Region106630	TRMU (+366)
Region106631	TRMU (+7111)
Region106632	TRMU (+31881)
Region106633	TRMU (+97156)
Region106634	CELSR1 (+70956)
Region106635	CELSR1 (+37401)
Region106636	CELSR1 (-5270)
Region106637	CELSR1 (-13257)
Region106638	CELSR1 (-26520)
Region106639	CELSR1 (-31854)
Region106640	CELSR1 (-39847)
Region106641	GRAMD4 (-7193)
Region106642	GRAMD4 (+27310)
Region106643	GRAMD4 (+53789)
Region106644	GRAMD4 (+54342)
Region106645	CERK (+6992)
Region106646	CERK (+190)
Region106647	CERK (-751)
Region106648	TBC1D22A (+166)
Region106649	TBC1D22A (+28848)
Region106650	TBC1D22A (+39360)
Region106651	TBC1D22A (+40053)
Region106652	TBC1D22A (+40826)
Region106653	TBC1D22A (+67845)
Region106654	TBC1D22A (+125299)
Region106655	TBC1D22A (+152177)
Region106656	TBC1D22A (+354152)
Region106657	TBC1D22A (+368955)
Region106658	TBC1D22A (+376849)
Region106659	TBC1D22A (+400706)
Region106660	TBC1D22A (+455920)
Region106661	TBC1D22A (+495436)
Region106662	TBC1D22A (+509237)
Region106663	TBC1D22A (+642842)
Region106664	TBC1D22A (+694003)
Region106665	TBC1D22A (+732643)
Region106666	TBC1D22A (+807329)
Region106667	TBC1D22A (+827652)
Region106668	FAM19A5 (-842084)
Region106669	FAM19A5 (-747870)
Region106670	FAM19A5 (-725967)
Region106671	FAM19A5 (-701430)
Region106672	FAM19A5 (-645772)
Region106673	FAM19A5 (-605775)
Region106674	FAM19A5 (-523041)
Region106675	FAM19A5 (-447236)
Region106676	FAM19A5 (-446706)
Region106677	FAM19A5 (-446289)
Region106678	FAM19A5 (-399533)
Region106679	FAM19A5 (-335259)
Region106680	FAM19A5 (-318676)
Region106681	FAM19A5 (-303169)
Region106682	FAM19A5 (-300940)
Region106683	FAM19A5 (-189300)
Region106684	FAM19A5 (-156722)
Region106685	FAM19A5 (-86481)
Region106686	FAM19A5 (-29506)
Region106687	FAM19A5 (-758)
Region106688	FAM19A5 (+147620)
Region106689	FAM19A5 (+151532)
Region106690	FAM19A5 (+314295)
Region106691	FAM19A5 (+391994)
Region106692	FAM19A5 (+404356)
Region106693	FAM19A5 (+418584)
Region106694	FAM19A5 (+479195)
Region106695	FAM19A5 (+487717)
Region106696	FAM19A5 (+562799)
Region106697	FAM19A5 (+623396)
Region106698	FAM19A5 (+650291)
Region106699	BRD1 (+611502)
Region106700	BRD1 (+609251)
Region106701	BRD1 (+595228)
Region106702	BRD1 (+594493)
Region106703	BRD1 (+563947)
Region106704	BRD1 (+559111)
Region106705	BRD1 (+499596)
Region106706	BRD1 (+391196)
Region106707	BRD1 (+362856)
Region106708	BRD1 (+330341)
Region106709	BRD1 (+312923)
Region106710	BRD1 (+295844)
Region106711	BRD1 (+283302)
Region106712	BRD1 (+269242)
Region106713	BRD1 (+241070)
Region106714	BRD1 (+167787)
Region106715	BRD1 (+167256)
Region106716	BRD1 (+166739)
Region106717	BRD1 (+153865)
Region106718	BRD1 (+124559)
Region106719	BRD1 (+118869)
Region106720	BRD1 (+99696)
Region106721	BRD1 (-2102)
Region106722	BRD1 (-14144)
Region106723	ZBED4 (-246)
Region106724	ZBED4 (+14109)
Region106725	ALG12 (-60)
Region106726	CRELD2 (+7161)
Region106727	CRELD2 (+11126)
Region106728	CRELD2 (+17630)
Region106729	PIM3 (-15757)
Region106730	PIM3 (+79)
Region106731	PIM3 (+10668)
Region106732	PIM3 (+23157)
Region106733	IL17REL (+19200)
Region106734	IL17REL (-17818)
Region106735	TTLL8 (-609)
Region106736	MLC1 (+1593)
Region106737	MLC1 (+273)
Region106738	MOV10L1 (+23098)
Region106739	MOV10L1 (+29425)
Region106740	PANX2 (+15031)
Region106741	SELENOO (-10374)
Region106742	SELENOO (-9424)
Region106743	SELENOO (-20)
Region106744	TUBGCP6 (-258)
Region106745	HDAC10 (+491)
Region106746	HDAC10 (-35)
Region106747	HDAC10 (-777)
Region106748	MAPK12 (+663)
Region106749	MAPK11 (-150)
Region106750	MAPK11 (-5940)
Region106751	DENND6B (-128)
Region106752	PPP6R2 (-411)
