"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","SYMBOL","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"30108","chr8",134691169,134691569,401,"*",4.64031969192317,4.52818191371104,4.76924641788449,-0.0276358759224459,0.919478083541231,0.999820495462944,19.33,26.44,15.96,29.11,24.52,30.44,16.99,39.63,22.01,"ZFAT","Not Significant",0.0364586180415013,0.0364586180415013,"Not Capped"
"30110","chrX",47366266,47366666,401,"*",4.90261877568898,4.81614266895348,5.00389836480754,0.0253384282337709,0.919507679870573,0.999820495462944,23.6,32.29,19.49,35.54,29.94,35.82,20,46.63,25.9,"ZNF157","Not Significant",0.0364446391159712,0.0364446391159712,"Not Capped"
"30111","chr17",16569038,16569438,401,"*",5.52128566113338,5.4326708826402,5.62490872033431,0.0210373239321092,0.919541530282492,0.999820495462944,36.19,49.5,29.88,54.5,45.9,55.08,30.75,71.72,39.84,"ZNF287","Not Significant",0.0364286514555791,0.0364286514555791,"Not Capped"
"30131","chr19",21396861,21397261,401,"*",5.80634871908935,5.6979294328275,5.93133212147547,-0.0201320039722385,0.919856051933855,0.999820495462944,43.49,59.49,35.91,65.5,55.16,68.12,38.03,88.69,49.26,"ZNF493","Not Significant",0.0362801299828119,0.0362801299828119,"Not Capped"
"30161","chr17",49414820,49415220,401,"*",6.55041391087503,6.44268836909889,6.67465930054116,-0.018669584905724,0.920660585354689,0.999820495462944,72.88,99.69,60.17,109.75,92.44,114.03,63.66,148.47,82.47,"PHB","Not Significant",0.0359004491471701,0.0359004491471701,"Not Capped"
"30168","chr7",97006182,97006582,401,"*",4.17587450232707,4.06105188606933,4.30763542346961,-0.0331505636805769,0.920848707841585,0.999820495462944,13.98,19.13,11.55,21.06,17.74,22.1,12.34,28.78,15.99,"DLX6","Not Significant",0.0358117169766981,0.0358117169766981,"Not Capped"
"30187","chr6",142902618,142903018,401,"*",4.83271114124569,4.74618555179249,4.93404503386643,0.0252617364777708,0.921471175326632,0.999820495462944,22.49,30.76,18.56,33.86,28.52,34.12,19.05,44.43,24.68,"HIVEP2","Not Significant",0.0355182454610542,0.0355182454610542,"Not Capped"
"30188","chr9",124551866,124552266,401,"*",3.55091977678869,3.43049798466182,3.68855664499947,-0.0440821521675574,0.921474871859312,0.999820495462944,9.03,12.36,7.46,13.6,11.46,14.39,8.03,18.74,10.41,"NR6A1","Not Significant",0.0355165032681694,0.0355165032681694,"Not Capped"
"30200","chr6",129959269,129959669,401,"*",3.74758505946988,3.62862448618642,3.88369298240089,-0.0412513956302507,0.921873145629396,0.999820495462944,10.36,14.18,8.56,15.61,13.14,16.48,9.2,21.45,11.92,"L3MBTL3","Not Significant",0.0353288359349422,0.0353288359349422,"Not Capped"
"30203","chr19",12789894,12790294,401,"*",6.21074193140675,6.10306307408067,6.33493763135197,-0.0185398800870746,0.921901724841253,0.999820495462944,57.59,78.78,47.55,86.73,73.05,90.11,50.31,117.32,65.17,"JUNB","Not Significant",0.0353153724755943,0.0353153724755943,"Not Capped"
"30214","chr6",446497,446897,401,"*",4.24323510180872,4.12906131498768,4.3743120922224,-0.0316448320917359,0.922183611347263,0.999820495462944,14.66,20.05,12.1,22.08,18.59,23.15,12.92,30.14,16.74,"IRF4","Not Significant",0.0351826001438222,0.0351826001438222,"Not Capped"
"30224","chr10",43690032,43690432,401,"*",5.49597999833224,5.40712908482147,5.59986135885752,0.0205192008911557,0.922524240656374,0.999820495462944,35.55,48.63,29.35,53.54,45.09,54.14,30.22,70.48,39.15,"ZNF32","Not Significant",0.0350222133044187,0.0350222133044187,"Not Capped"
"30246","chr3",71478594,71478994,401,"*",4.00203224003805,3.92032501934446,4.09805994551691,0.0349120546958377,0.92313574716923,0.999820495462944,12.68,17.35,10.47,19.1,16.09,19.12,10.67,24.89,13.82,"FOXP1","Not Significant",0.0347344312474299,0.0347344312474299,"Not Capped"
"30287","chr19",52269346,52269746,401,"*",5.87824988901512,5.78834678993628,5.98328113004848,0.0183241937794096,0.924430039198839,0.999820495462944,46.3,63.34,38.23,69.73,58.73,70.62,39.42,91.94,51.07,"ZNF766","Not Significant",0.0341259506373973,0.0341259506373973,"Not Capped"
"30335","chr15",59976511,59976911,401,"*",4.63434005882978,4.54802727201606,4.73544038908299,0.0256108082936197,0.925809904425238,0.999820495462944,19.6,26.81,16.18,29.52,24.86,29.74,16.6,38.71,21.5,"FOXB1","Not Significant",0.0334781773939745,0.0334781773939745,"Not Capped"
"30353","chr9",122912918,122913318,401,"*",5.0457064515261,4.95769488722956,5.14866926989413,0.0221917111226314,0.926089933320553,0.999820495462944,26.04,35.61,21.5,39.21,33.02,39.6,22.11,51.55,28.64,"ZBTB6","Not Significant",0.033346836591997,0.033346836591997,"Not Capped"
"30358","chr7",114169004,114169404,401,"*",2.72232631253109,2.59282125242604,2.86939687086292,-0.0617427050918331,0.926191012339019,0.999820495462944,5.05,6.91,4.17,7.61,6.41,8.16,4.55,10.62,5.9,"FOXP2","Not Significant",0.0332994376700329,0.0332994376700329,"Not Capped"
"30371","chr1",235328212,235328612,401,"*",6.94448525755485,6.83715511734189,7.06830968699784,-0.0178398003394562,0.926385478374361,0.999820495462944,95.79,131.04,79.09,144.26,121.5,149.81,83.64,195.04,108.34,"ARID4B","Not Significant",0.0332082613792828,0.0332082613792828,"Not Capped"
"30375","chr19",57849632,57850032,401,"*",5.37330597070293,5.2647656188848,5.49841808887376,-0.0203319138425445,0.926417683763063,0.999820495462944,32.21,44.06,26.59,48.51,40.86,50.46,28.17,65.7,36.49,"ZNF587","Not Significant",0.0331931635827245,0.0331931635827245,"Not Capped"
"30379","chr14",68795741,68796141,401,"*",6.33192676727135,6.24144448069835,6.43759022472357,0.0171203456451993,0.92660562514355,0.999820495462944,63.39,86.71,52.34,95.46,80.4,96.75,54.02,125.97,69.97,"ZFP36L1","Not Significant",0.0331050676539209,0.0331050676539209,"Not Capped"
"30391","chr11",125404737,125405137,401,"*",4.55452191712921,4.44312332699795,4.68266642777461,-0.0261700605822398,0.926832035646889,0.999820495462944,18.22,24.93,15.05,27.45,23.12,28.67,16,37.32,20.73,"PKNOX2","Not Significant",0.0329989633755691,0.0329989633755691,"Not Capped"
"30403","chr1",6423465,6423865,401,"*",5.06901159837849,4.95973122896681,5.19491001228854,-0.0217046621805378,0.927044931680428,0.999820495462944,26.07,35.66,21.53,39.26,33.07,40.89,22.83,53.23,29.57,"HES2","Not Significant",0.0328992161165856,0.0328992161165856,"Not Capped"
"30409","chr7",13453325,13453725,401,"*",3.48367927339744,3.40577888118409,3.57548828792899,0.0427503582960126,0.927148811538515,0.999820495462944,8.88,12.15,7.33,13.37,11.26,13.31,7.43,17.33,9.62,"ETV1","Not Significant",0.0328505540505419,0.0328505540505419,"Not Capped"
"30412","chr16",3443340,3443740,401,"*",4.94068787847949,4.85292302716322,5.04338049345435,0.0227246579831661,0.927201704447121,0.999820495462944,24.21,33.12,19.99,36.46,30.71,36.81,20.55,47.93,26.62,"ZNF597","Not Significant",0.0328257786931891,0.0328257786931891,"Not Capped"
"30433","chr7",41940865,41941265,401,"*",4.05444628490765,3.93993115377398,4.18588316492194,-0.0322879240086427,0.92764810681317,0.999820495462944,12.86,17.59,10.62,19.36,16.31,20.32,11.34,26.45,14.69,"GLI3","Not Significant",0.0326167374146445,0.0326167374146445,"Not Capped"
"30520","chr3",115157818,115158218,401,"*",3.5273032593044,3.40861510402527,3.66312578713635,-0.0411540815583846,0.930115518279504,0.999820495462944,8.9,12.17,7.35,13.4,11.28,14.14,7.89,18.41,10.23,"ZBTB20","Not Significant",0.031463109687159,0.031463109687159,"Not Capped"
"30532","chr10",22085897,22086297,401,"*",3.03826004831958,2.96432082556942,3.12565430911812,0.05098605478693,0.930471562348371,0.999820495462944,6.54,8.94,5.4,9.85,8.29,9.74,5.44,12.68,7.05,"DNAJC1","Not Significant",0.0312968955089344,0.0312968955089344,"Not Capped"
"30535","chr17",43673730,43674130,401,"*",4.02915144634172,3.91496200790597,4.1602449425517,-0.0317246957534892,0.930511519899696,0.999820495462944,12.64,17.29,10.43,19.03,16.03,19.96,11.14,25.98,14.43,"MEOX1","Not Significant",0.0312782458562655,0.0312782458562655,"Not Capped"
"30539","chr6",98848157,98848557,401,"*",4.7351761095172,4.6475890070335,4.83767399155066,0.0231597162785386,0.930585432271089,0.999820495462944,21,28.73,17.34,31.62,26.64,31.92,17.82,41.56,23.08,"POU3F2","Not Significant",0.0312437503561576,0.0312437503561576,"Not Capped"
"30542","chr8",28402414,28402814,401,"*",5.34419315166054,5.25467480694224,5.44880411760496,0.019120113736188,0.930704626833155,0.999820495462944,31.99,43.75,26.41,48.17,40.57,48.75,27.22,63.48,35.26,"ZNF395","Not Significant",0.0311881270637045,0.0311881270637045,"Not Capped"
"30550","chr9",14322390,14322790,401,"*",4.26039674708255,4.17505910902134,4.36042587399688,0.0276605775839444,0.930943392508511,0.999820495462944,15.13,20.7,12.5,22.79,19.2,22.93,12.8,29.85,16.58,"NFIB","Not Significant",0.0310767261815118,0.0310767261815118,"Not Capped"
"30551","chr16",73057811,73058211,401,"*",3.86010169792856,3.74509292632302,3.99205872871548,-0.0332772366253454,0.930953884428907,0.999820495462944,11.23,15.37,9.28,16.92,14.25,17.76,9.92,23.13,12.85,"ZFHX3","Not Significant",0.031071831622409,0.031071831622409,"Not Capped"
"30554","chr6",12011269,12011669,401,"*",6.78313581972967,6.69236488680045,6.88911415313909,0.0165275881799902,0.931059209240941,0.999820495462944,86.65,118.52,71.54,130.49,109.9,132.31,73.87,172.26,95.69,"HIVEP1","Not Significant",0.0310226998683109,0.0310226998683109,"Not Capped"
"30558","chr14",58298172,58298572,401,"*",7.06598596591107,6.95900199873398,7.18944165013649,-0.0171333952449842,0.931127212585318,0.999820495462944,104.24,142.58,86.06,156.98,132.21,162.93,90.96,212.13,117.83,"ARID4A","Not Significant",0.0309909807268966,0.0309909807268966,"Not Capped"
"30576","chr13",74070035,74070435,401,"*",4.10292593684055,3.9899536072221,4.23273480190001,-0.0292605994370472,0.931863947021883,0.999820495462944,13.31,18.21,10.99,20.05,16.88,20.99,11.72,27.32,15.18,"KLF12","Not Significant",0.0306474904044037,0.0306474904044037,"Not Capped"
"30600","chr6",27479142,27479542,401,"*",5.18193554484269,5.0926025719497,5.2863439416003,0.0194709711634178,0.932413374365959,0.999820495462944,28.59,39.1,23.6,43.05,36.26,43.56,24.32,56.72,31.5,"ZNF184","Not Significant",0.0303915056666077,0.0303915056666077,"Not Capped"
"30602","chr11",66421617,66422017,401,"*",5.01917804116829,4.9302995125664,5.12308960326882,0.0204811051092065,0.93242331013514,0.999820495462944,25.55,34.94,21.09,38.47,32.4,38.9,21.72,50.65,28.13,"NPAS4","Not Significant",0.0303868778621838,0.0303868778621838,"Not Capped"
"30603","chr6",117015036,117015436,401,"*",3.330311564524,3.25233434231067,3.42220595368071,0.0434804147405297,0.932426335254283,0.999820495462944,7.98,10.92,6.59,12.02,10.13,11.97,6.68,15.58,8.65,"RFX6","Not Significant",0.030385468855775,0.030385468855775,"Not Capped"
"30621","chr1",202019118,202019518,401,"*",3.31190998265137,3.19199849410625,3.44901325512117,-0.0437324932523012,0.933053930702398,0.999820495462944,7.66,10.47,6.32,11.53,9.71,12.19,6.81,15.87,8.82,"ELF3","Not Significant",0.0300932532207551,0.0300932532207551,"Not Capped"
"30640","chr19",58451361,58451761,401,"*",6.41971144324035,6.32846550679915,6.52620765762656,0.0155419406128943,0.933515342938065,0.999820495462944,67.33,92.1,55.59,101.4,85.4,102.88,57.44,133.95,74.4,"ZNF324B","Not Significant",0.0298785397410631,0.0298785397410631,"Not Capped"
"30649","chr19",53254679,53255079,401,"*",4.48099408538423,4.37016527923857,4.6085350822483,-0.0250346750109237,0.933917601065049,0.999820495462944,17.33,23.7,14.31,26.09,21.98,27.23,15.2,35.45,19.69,"ZNF677","Not Significant",0.0296914395957939,0.0296914395957939,"Not Capped"
"30668","chr5",57173471,57173871,401,"*",7.15185445607886,7.06100484825819,7.25791859081009,0.0163715056782793,0.934425002060285,0.999820495462944,111.87,153.03,92.37,168.48,141.9,170.85,95.38,222.44,123.56,"GPBP1","Not Significant",0.0294555498211967,0.0294555498211967,"Not Capped"
"30683","chr11",123741485,123741885,401,"*",6.16734015544109,6.06124986009955,6.28984305061939,-0.0152702255306137,0.934837018237289,0.999820495462944,55.95,76.53,46.19,84.25,70.96,87.34,48.76,113.71,63.16,"ZNF202","Not Significant",0.0292640984857685,0.0292640984857685,"Not Capped"
"30685","chr12",8032504,8032904,401,"*",6.00007844931049,5.90888735884254,6.10651488510294,0.0156375646941744,0.934934481703535,0.999820495462944,50.34,68.86,41.56,75.81,63.85,76.91,42.94,100.14,55.62,"FOXJ2","Not Significant",0.0292188225302656,0.0292188225302656,"Not Capped"
"30689","chr3",12288310,12288710,401,"*",3.7630573985298,3.68050297892621,3.86002077573666,0.033855602820218,0.93500036744579,0.999820495462944,10.74,14.69,8.87,16.18,13.63,16.21,9.05,21.1,11.72,"PPARG","Not Significant",0.0291882184540622,0.0291882184540622,"Not Capped"
"30692","chr22",41413788,41414188,401,"*",6.07534674932382,5.96919814951201,6.19791184306099,-0.0153996887426999,0.935159007102298,0.999820495462944,52.49,71.8,43.34,79.04,66.57,81.94,45.75,106.69,59.26,"TEF","Not Significant",0.0291145388216895,0.0291145388216895,"Not Capped"
"30700","chr2",74516298,74516698,401,"*",4.59752077236561,4.48763278093158,4.72406418538069,-0.023111636720843,0.935345749571792,0.999820495462944,18.8,25.71,15.52,28.31,23.84,29.5,16.47,38.41,21.34,"TLX2","Not Significant",0.0290278229509937,0.0290278229509937,"Not Capped"
"30706","chr8",80687199,80687599,401,"*",4.31836738540655,4.20737201571068,4.44608485674165,-0.0252591001550911,0.9355783274692,0.999820495462944,15.48,21.17,12.78,23.31,19.63,24.33,13.58,31.68,17.6,"ZNF704","Not Significant",0.0289198471125119,0.0289198471125119,"Not Capped"
"30712","chr19",44051799,44052199,401,"*",3.71766572497188,3.6350644061143,3.81468086534764,0.0333317896498856,0.935686623488157,0.999820495462944,10.41,14.24,8.59,15.68,13.2,15.71,8.77,20.45,11.36,"ZNF223","Not Significant",0.0288695791229643,0.0288695791229643,"Not Capped"
"30715","chr12",133181240,133181640,401,"*",4.5305672636212,4.42063474304325,4.65715792291422,-0.0230992343397344,0.935707115347342,0.999820495462944,17.94,24.54,14.81,27.02,22.76,28.16,15.72,36.67,20.37,"ZNF268","Not Significant",0.0288600680284433,0.0288600680284433,"Not Capped"
"30738","chrX",130092156,130092556,401,"*",5.54063933795566,5.44988369134897,5.64660099926106,0.0165112427150983,0.936235111070906,0.999820495462944,36.62,50.09,30.24,55.15,46.45,55.92,31.22,72.8,40.44,"ELF4","Not Significant",0.0286150758144132,0.0286150758144132,"Not Capped"
"30796","chr7",99580185,99580585,401,"*",4.843420532935,4.73497333127699,4.96843361669018,-0.0201175108177934,0.937600250345099,0.999820495462944,22.31,30.52,18.42,33.6,28.3,34.95,19.51,45.5,25.27,"ZNF655","Not Significant",0.027982285366641,0.027982285366641,"Not Capped"
"30814","chr5",134086960,134087360,401,"*",5.86000647529358,5.75397588274525,5.98244567481374,-0.015153016633378,0.938001261374495,0.999820495462944,45.21,61.85,37.33,68.09,57.35,70.58,39.4,91.89,51.04,"TCF7","Not Significant",0.0277965776042891,0.0277965776042891,"Not Capped"
"30825","chr5",138465007,138465407,401,"*",7.14925695733891,7.04312681667778,7.27180235962196,-0.015367614953355,0.938333893326054,0.999820495462944,110.5,151.15,91.23,166.4,140.15,172.5,96.3,224.59,124.75,"EGR1","Not Significant",0.0276425963475627,0.0276425963475627,"Not Capped"
"30832","chr4",498993,499393,401,"*",5.72794404171825,5.62178935156265,5.85051563226661,-0.0153554938715883,0.938499878662692,0.999820495462944,41.26,56.43,34.06,62.13,52.33,64.41,35.96,83.86,46.58,"ZNF721","Not Significant",0.0275657791919441,0.0275657791919441,"Not Capped"
"30848","chr14",21098164,21098564,401,"*",4.79377568983504,4.68543168995661,4.91867903719219,-0.0196693196073223,0.939091401277628,0.999820495462944,21.56,29.49,17.8,32.47,27.34,33.76,18.85,43.96,24.42,"ZNF219","Not Significant",0.0272921360206837,0.0272921360206837,"Not Capped"
"30863","chr19",57487537,57487937,401,"*",5.38926891663198,5.28273915150632,5.51224050531373,-0.0161612895951684,0.939805272611143,0.999820495462944,32.61,44.61,26.93,49.12,41.37,50.95,28.44,66.33,36.84,"ZNF773","Not Significant",0.0269621227739085,0.0269621227739085,"Not Capped"
"30882","chr1",6624932,6625332,401,"*",5.72101345911339,5.62950998070686,5.82779031422552,0.0149970756773556,0.940267893177175,0.999820495462944,41.48,56.74,34.24,62.46,52.61,63.4,35.4,82.55,45.85,"THAP3","Not Significant",0.0267483932587453,0.0267483932587453,"Not Capped"
"30884","chr10",3805246,3805646,401,"*",4.85212772391094,4.74419428661765,4.97659435189003,-0.0189689171055755,0.940372140341109,0.999820495462944,22.45,30.71,18.54,33.82,28.48,35.15,19.62,45.76,25.42,"KLF6","Not Significant",0.0267002458543617,0.0267002458543617,"Not Capped"
"30885","chr6",89952775,89953175,401,"*",4.83306076385141,4.72509854896861,4.95755801118957,-0.01913473564485,0.940374942468543,0.999820495462944,22.16,30.31,18.3,33.37,28.11,34.68,19.36,45.16,25.08,"BACH2","Not Significant",0.0266989517425766,0.0266989517425766,"Not Capped"
"30887","chr11",58578598,58578998,401,"*",6.46262379883948,6.3705472946938,6.57002469856314,0.0138062091325736,0.940448378905115,0.999820495462944,69.32,94.83,57.24,104.4,87.93,106.06,59.21,138.08,76.7,"ZFP91","Not Significant",0.0266650378296349,0.0266650378296349,"Not Capped"
"30888","chr19",1671937,1672337,401,"*",4.6579893057189,4.56923917876627,4.76176042954672,0.0207063021690993,0.940455751337545,0.999820495462944,19.89,27.21,16.42,29.95,25.23,30.28,16.91,39.43,21.9,"TCF3","Not Significant",0.0266616332895827,0.0266616332895827,"Not Capped"
"30892","chr12",47883011,47883411,401,"*",4.68990743911878,4.58136459885712,4.81502220274613,-0.0201117057149233,0.940618941159412,0.999820495462944,20.06,27.44,16.56,30.21,25.44,31.42,17.54,40.91,22.72,"VDR","Not Significant",0.0265862801527828,0.0265862801527828,"Not Capped"
"30922","chr8",134686095,134686495,401,"*",3.37790494137696,3.29650802245935,3.47358965085127,0.0359609001365778,0.941671229120033,0.999820495462944,8.23,11.26,6.8,12.4,10.44,12.4,6.92,16.14,8.97,"ZFAT","Not Significant",0.0261006983763956,0.0261006983763956,"Not Capped"
"30933","chr4",102612919,102613319,401,"*",4.64391679273602,4.53554043863221,4.76885454469399,-0.0199866565672934,0.941876342055634,0.999820495462944,19.43,26.58,16.04,29.26,24.65,30.43,16.99,39.62,22.01,"NFKB1","Not Significant",0.0260061115256952,0.0260061115256952,"Not Capped"
"30937","chr11",129364115,129364515,401,"*",4.70395533902713,4.59578510268628,4.82867388373866,-0.0194377136438753,0.941935079260592,0.999820495462944,20.26,27.71,16.73,30.51,25.7,31.72,17.71,41.3,22.94,"BARX2","Not Significant",0.0259790289380063,0.0259790289380063,"Not Capped"
"30940","chr19",11848493,11848893,401,"*",5.23332159401769,5.1425784575436,5.33926961080969,0.0165583494672864,0.942007287049192,0.999820495462944,29.6,40.48,24.43,44.57,37.54,45.19,25.23,58.84,32.68,"ZNF439","Not Significant",0.0259457376391685,0.0259457376391685,"Not Capped"
