"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","SYMBOL"
"933","chr1",59146745,59147145,401,"*",4.27085780786716,3.81392017279077,4.69237594664414,-0.660919390205296,0.0442598443697676,0.999820495462944,11.78,16.12,9.73,17.74,14.95,28.86,16.11,37.58,20.87,"HSD52"
"934","chr19",49114185,49114585,401,"*",6.10328885339651,5.80674287118604,6.40458475019503,-0.383866967542982,0.0443574051684192,0.999820495462944,46.9,64.15,38.72,70.63,59.48,94.57,52.79,123.12,68.39,"LIN7B"
"935","chr10",114239441,114239841,401,"*",4.22533614065044,3.76713974732109,4.64770952852342,-0.662666495640152,0.044361238123663,0.999820495462944,11.41,15.6,9.42,17.18,14.47,27.98,15.62,36.43,20.24,"VWA2"
"936","chr17",64897062,64897462,401,"*",3.55570298172657,2.9174610224028,4.08864899774995,-0.946841811018657,0.0443946975387991,0.999820495462944,6.33,8.66,5.23,9.53,8.03,18.99,10.6,24.73,13.73,"LRRC37A3"
"937","chr12",8544216,8544616,401,"*",3.73627115760841,3.98672097054537,3.346078230722,0.845059572260522,0.04440602583721,0.999820495462944,13.28,18.17,10.97,20,16.85,11.35,6.34,14.78,8.21,"CLEC4E"
"938","chr6",130028242,130028642,401,"*",3.58037949905594,3.85175718767555,3.14850927323107,0.906339084974112,0.0444072649336416,0.999820495462944,12.1,16.55,9.99,18.22,15.34,9.9,5.53,12.89,7.16,"L3MBTL3"
"939","chr2",37344766,37345166,401,"*",5.10245017875266,4.75593333200174,5.44375192426684,-0.472803935755921,0.044574065349791,0.999820495462944,22.64,30.97,18.69,34.09,28.71,48.58,27.12,63.25,35.14,"QPCT"
"940","chr1",84433781,84434181,401,"*",4.35456232243196,4.52845606509546,4.10281089751538,0.634800531100284,0.0446102107252682,0.999820495462944,19.34,26.45,15.96,29.12,24.52,19.18,10.71,24.97,13.87,"DNASE2B"
"941","chr9",73132283,73132683,401,"*",5.02920444602174,5.14721218359217,4.86667304937243,0.491780382321187,0.0446983962453266,0.999820495462944,29.69,40.61,24.51,44.71,37.66,32.57,18.18,42.4,23.55,"ANXA1"
"942","chr8",143095235,143095635,401,"*",3.42309573733323,2.75456851170425,3.97258178684542,-0.992559730853682,0.0447559805243054,0.999820495462944,5.65,7.73,4.67,8.51,7.17,17.52,9.78,22.82,12.67,"LY6L"
"943","chr14",55026945,55027345,401,"*",6.00794793981351,6.08332434943165,5.90782753163444,0.388073059322652,0.0448059477101666,0.999820495462944,56.81,77.71,46.9,85.55,72.05,67.02,37.42,87.25,48.47,"WDHD1"
"944","chr6",45714715,45715115,401,"*",4.13894989994419,4.33675294654227,3.84614239428239,0.698404585644642,0.044832450379906,0.999820495462944,16.93,23.16,13.98,25.5,21.47,16.05,8.96,20.9,11.61,"CLIC5"
"945","chr5",79136270,79136670,401,"*",3.7654905400239,4.01137567413691,3.38415188120796,0.832231134660933,0.0448370331182873,0.999820495462944,13.51,18.48,11.16,20.35,17.14,11.65,6.51,15.17,8.43,"BHMT"
"946","chr2",209423800,209424200,401,"*",4.69723472948736,4.83530740090792,4.50369482274339,0.542150801582186,0.0448975899036182,0.999820495462944,23.92,32.72,19.75,36.02,30.34,25.32,14.14,32.97,18.31,"MAP2"
"947","chr2",185347468,185347868,401,"*",3.60374979012604,2.99942444614436,4.11751981389201,-0.894773972500873,0.0449074367070115,0.999820495462944,6.7,9.16,5.53,10.09,8.5,19.38,10.82,25.23,14.01,"FSIP2-AS2"
"948","chrX",106415347,106415747,401,"*",3.36343682397061,2.66749964626711,3.92743910674998,-1.03298889650262,0.0449195028051797,0.999820495462944,5.32,7.28,4.39,8.02,6.75,16.98,9.48,22.11,12.28,"RADX"
"949","chr22",49934674,49935074,401,"*",5.01186013752338,4.65626611161019,5.36016653603163,-0.488573018754857,0.0449218155228458,0.999820495462944,21.13,28.9,17.44,31.82,26.8,45.85,25.6,59.69,33.16,"CRELD2"
"950","chr17",50817196,50817596,401,"*",4.29162415947003,3.84010867029248,4.70944390924835,-0.651828205233343,0.044936097645676,0.999820495462944,12,16.41,9.91,18.07,15.22,29.2,16.3,38.02,21.12,"WFIKKN2"
"951","chr22",35627294,35627694,401,"*",3.94463076078602,3.42632250773702,4.40643422372819,-0.76029439854247,0.0449680680168924,0.999820495462944,9.01,12.32,7.44,13.56,11.42,23.67,13.22,30.82,17.12,"MB"
"952","chr16",17476250,17476650,401,"*",2.78483956843082,1.83994711604477,3.4635106596575,-1.38187673563435,0.0449713872297846,0.999820495462944,3,4.1,2.48,4.52,3.8,12.31,6.87,16.03,8.91,"XYLT1"
"953","chr9",400723,401123,401,"*",2.46955869599888,1.33704421912146,3.21789104773406,-1.62140189906301,0.0450003833007625,0.999820495462944,2.12,2.9,1.75,3.19,2.68,10.39,5.8,13.52,7.51,"DOCK8"
"954","chr1",51395443,51395843,401,"*",2.31461850144677,1.04422211915185,3.10690555294122,-1.79186697140558,0.0450980478954058,0.999820495462944,1.73,2.36,1.43,2.6,2.19,9.62,5.37,12.52,6.95,"EPS15"
"955","chr14",64387937,64388337,401,"*",5.969893718153,6.0455787808488,5.86933747458921,0.388768157200642,0.0451015534147644,0.999820495462944,55.34,75.7,45.69,83.34,70.19,65.25,36.43,84.96,47.19,"TEX21P"
"956","chr3",7711326,7711726,401,"*",2.81459874971903,3.23874700523423,2.0106388549723,1.41010016727526,0.0452111246143435,0.999820495462944,7.91,10.82,6.53,11.91,10.03,4.5,2.51,5.86,3.25,"GRM7-AS1"
"957","chr1",20724316,20724716,401,"*",3.92034663964307,3.3831290800796,4.39400544044993,-0.79092179511893,0.0452554161999717,0.999820495462944,8.74,11.96,7.22,13.16,11.09,23.47,13.1,30.56,16.97,"KIF17"
"958","chr2",136382227,136382627,401,"*",5.27945778395699,5.38072407726718,5.1419793975669,0.450564794340688,0.0453061557885522,0.999820495462944,34.91,47.75,28.82,52.57,44.27,39.41,22,51.32,28.5,"CXCR4"
"959","chr5",83472761,83473161,401,"*",3.94895801500359,3.43647390922019,4.40705865059133,-0.750837985921218,0.0453310518515788,0.999820495462944,9.07,12.41,7.49,13.66,11.5,23.68,13.22,30.83,17.13,"VCAN"
"960","chr13",110915116,110915516,401,"*",6.57698146213385,6.64766902006702,6.4834544320859,0.377027141811069,0.0453343738667143,0.999820495462944,84,114.91,69.36,126.51,106.55,99.88,55.76,130.04,72.23,"ANKRD10"
"961","chr16",47386698,47387098,401,"*",3.0171455117787,2.14595687736453,3.66480972280171,-1.28285588169876,0.0453688081861678,0.999820495462944,3.71,5.07,3.06,5.58,4.7,14.16,7.9,18.43,10.24,"ITFG1"
"962","chr4",147617168,147617568,401,"*",6.48719324409806,6.56002329123866,6.39065988087798,0.382109800393859,0.0454618153486008,0.999820495462944,79.05,108.14,65.27,119.05,100.27,93.66,52.29,121.94,67.73,"TMEM184C"
"963","chr3",115692888,115693288,401,"*",4.07395091821102,3.58622915016967,4.51603135064808,-0.711142065206193,0.0454685506235326,0.999820495462944,10.06,13.76,8.31,15.15,12.76,25.54,14.26,33.25,18.47,"GAP43"
"964","chr22",50469254,50469654,401,"*",4.88092324744275,5.00861926813138,4.70355650733919,0.516205411953529,0.0454740903742339,0.999820495462944,26.97,36.89,22.27,40.62,34.21,29.09,16.24,37.87,21.03,"SBF1"
"965","chr7",99143707,99144107,401,"*",5.41665040281446,5.09374615382391,5.73935894571466,-0.430980056857699,0.0455279995819087,0.999820495462944,28.61,39.14,23.62,43.09,36.29,59.63,33.29,77.64,43.13,"SMURF1"
"966","chr1",212950592,212950992,401,"*",4.17349385867535,3.70653095201907,4.60178897591395,-0.677138358508153,0.0455682960609251,0.999820495462944,10.94,14.96,9.03,16.47,13.87,27.1,15.13,35.29,19.6,"VASH2"
"967","chr1",35807942,35808342,401,"*",4.64889683037348,4.24738578891335,5.03147425750078,-0.567953878997871,0.045689611361711,0.999820495462944,15.91,21.77,13.14,23.96,20.18,36.51,20.38,47.53,26.4,"AGO4"
"968","chr13",88058059,88058459,401,"*",2.91133141278111,3.31392199686949,2.16870591331786,1.33303206041872,0.0456921814473516,0.999820495462944,8.33,11.4,6.88,12.55,10.57,5.02,2.8,6.53,3.63,"LINC00373"
"969","chr22",18024291,18024691,401,"*",5.0358000072009,4.68168179507806,5.3829728595988,-0.486155649895917,0.0457013165878125,0.999820495462944,21.5,29.41,17.75,32.38,27.27,46.58,26,60.64,33.69,"MICAL3"
"970","chr6",133790308,133791022,715,"*",4.10814817614995,3.61965366447686,4.55073542947398,-0.712196429260121,0.0457116788363495,0.999820495462944,10.3,14.09,8.5,15.51,13.06,26.16,14.61,34.06,18.92,"TARID"
"971","chr17",37844579,37844979,401,"*",4.09282498425681,3.60997654565172,4.53169875082852,-0.703049408439255,0.0457436921316577,0.999820495462944,10.23,13.99,8.45,15.41,12.98,25.82,14.41,33.62,18.67,"YWHAEP7"
"972","chr5",75847828,75848228,401,"*",2.82307335520022,1.8920702230503,3.49607167266401,-1.36264390690381,0.0457462552832277,0.999820495462944,3.11,4.25,2.57,4.68,3.94,12.59,7.03,16.4,9.11,"POC5"
"973","chr12",42497593,42497993,401,"*",2.93095722719332,2.03794497876051,3.58803854709874,-1.31229869157013,0.045772959063161,0.999820495462944,3.44,4.71,2.84,5.18,4.36,13.42,7.49,17.48,9.71,"PRICKLE1"
"974","chr20",47878612,47879012,401,"*",3.47169776380728,2.80929845243921,4.01788023981549,-0.983263445245021,0.0457806243163786,0.999820495462944,5.87,8.03,4.85,8.84,7.45,18.08,10.1,23.54,13.08,"SULF2"
"975","chr5",104951769,104952169,401,"*",4.21562845645866,4.40526699580548,3.93704937588872,0.676585399127616,0.0460867508232125,0.999820495462944,17.75,24.28,14.66,26.74,22.52,17.1,9.55,22.26,12.36,"RAB9BP1"
"976","chr8",142834556,142834956,401,"*",3.62275553949427,3.00622864525302,4.14350561327811,-0.914409822683835,0.0461581040044932,0.999820495462944,6.73,9.21,5.56,10.14,8.54,19.73,11.01,25.68,14.27,"GML"
"977","chr12",54991435,54991835,401,"*",3.99156795169619,3.48391388673696,4.44657916117555,-0.743249710891762,0.0461827133534224,0.999820495462944,9.37,12.82,7.74,14.12,11.89,24.34,13.59,31.69,17.6,"TESPA1"
"978","chr9",6115208,6115608,401,"*",3.3908015853105,2.7116233990774,3.94597853895138,-1.00749233849557,0.0462063613563454,0.999820495462944,5.49,7.51,4.53,8.27,6.96,17.2,9.6,22.4,12.44,"RANBP6"
"979","chr7",135754477,135754877,401,"*",3.26773071974,2.5425193555366,3.84677999686325,-1.0754046998115,0.0462563158322351,0.999820495462944,4.88,6.68,4.03,7.35,6.19,16.06,8.97,20.91,11.61,"FAM180A"
"980","chrX",49235347,49235747,401,"*",4.31017356447022,3.8690535541442,4.72083681121345,-0.634258157061756,0.0463554297164925,0.999820495462944,12.24,16.75,10.11,18.44,15.53,29.44,16.43,38.32,21.29,"CCDC22"
"981","chr7",156893103,156893503,401,"*",6.99237954076608,7.06960574391344,6.88964375064165,0.39287263174375,0.0464259947773683,0.999820495462944,112.54,153.95,92.92,169.48,142.75,132.36,73.89,172.32,95.72,"LMBR1"
"982","chr14",64008611,64009011,401,"*",3.15516182020138,3.50797443321258,2.54184069249602,1.16099616455337,0.0464386839093542,0.999820495462944,9.53,13.04,7.87,14.35,12.09,6.5,3.63,8.46,4.7,"SYNE2"
"983","chr22",29073777,29074177,401,"*",4.64335068677602,4.25102417133073,5.01922426225444,-0.55205497611878,0.046484474684721,0.999820495462944,15.95,21.82,13.17,24.02,20.23,36.2,20.21,47.13,26.18,"KREMEN1"
"984","chr7",91487206,91487606,401,"*",2.99564320063598,2.16824756588624,3.62378028113839,-1.22051845234348,0.0465103300156421,0.999820495462944,3.77,5.15,3.11,5.67,4.78,13.76,7.68,17.92,9.95,"FZD1"
"985","chr7",25894672,25895072,401,"*",4.03697272436579,3.54368925935131,4.48269092046561,-0.719965888237616,0.0465775624534427,0.999820495462944,9.77,13.36,8.07,14.71,12.39,24.96,13.93,32.49,18.05,"MIR148A"
"986","chr5",83838419,83838819,401,"*",3.18215283190729,3.52547039996774,2.59175929355839,1.12953761144408,0.046591840525087,0.999820495462944,9.65,13.2,7.97,14.53,12.24,6.73,3.76,8.76,4.87,"HAPLN1"
"987","chr18",58863637,58864037,401,"*",4.56251839617818,4.15840384759731,4.94698276631005,-0.572016812093496,0.0465919694953468,0.999820495462944,14.96,20.46,12.35,22.53,18.98,34.43,19.22,44.83,24.9,"ZNF532"
"988","chr11",115259306,115259706,401,"*",3.14919768377021,2.34480719354074,3.76672663271679,-1.19034955260448,0.0466244926079683,0.999820495462944,4.26,5.82,3.51,6.41,5.4,15.19,8.48,19.78,10.99,"CADM1"
"989","chr8",122798975,122799375,401,"*",5.83543579925274,5.91531233815175,5.72893860612502,0.398717095545292,0.0466457586054248,0.999820495462944,50.56,69.17,41.75,76.15,64.13,59.2,33.05,77.08,42.82,"ZHX2"
"990","chr6",2989305,2989705,401,"*",5.97811527396505,6.05269146576533,5.87912377149427,0.386115627695987,0.0466666232352522,0.999820495462944,55.62,76.08,45.92,83.75,70.54,65.7,36.68,85.54,47.51,"LINC01011"
"991","chr4",20700181,20700581,401,"*",6.33750311253512,6.40858055852935,6.243429791074,0.377851615239003,0.0466761791620462,0.999820495462944,71.17,97.36,58.76,107.19,90.28,84.57,47.21,110.11,61.16,"PACRGL"
"992","chr2",64228156,64228556,401,"*",4.22908424022857,4.41378735879082,3.95900009077845,0.663507946646316,0.0467305047340489,0.999820495462944,17.86,24.43,14.74,26.89,22.65,17.36,9.69,22.6,12.55,"LOC100507006"
"993","chr4",89428373,89428773,401,"*",2.64857740128804,3.09065482756893,1.79079739890066,1.47791886989423,0.0467466433303479,0.999820495462944,7.14,9.76,5.89,10.75,9.05,3.86,2.16,5.03,2.79,"GPRIN3"
"994","chr4",119041923,119042323,401,"*",3.65355219352445,3.91289776677398,3.24586418345874,0.871046057612713,0.0467616303252058,0.999820495462944,12.62,17.26,10.42,19,16.01,10.59,5.91,13.79,7.66,"SYNPO2"
"995","chr4",71186566,71186966,401,"*",4.00280700705197,3.50290874710829,4.45282172115117,-0.730505341718393,0.0468973643978953,0.999820495462944,9.5,12.99,7.84,14.3,12.05,24.45,13.65,31.83,17.68,"SLC4A4"
"996","chr1",43947375,43947775,401,"*",4.69239606259159,4.29809894893828,5.06971422208863,-0.555574579151578,0.0469146549765632,0.999820495462944,16.48,22.55,13.61,24.82,20.91,37.49,20.93,48.81,27.11,"IPO13"
"997","chr3",48918735,48919135,401,"*",5.9915520781761,5.69620985840193,6.29185299713286,-0.381584747685382,0.046930413937368,0.999820495462944,43.44,59.42,35.86,65.42,55.1,87.46,48.83,113.87,63.25,"ARIH2"
"998","chr22",46803273,46803673,401,"*",4.81993658367243,4.94769746069027,4.6424696775859,0.516257476313765,0.0469551857946263,0.999820495462944,25.86,35.37,21.35,38.94,32.79,27.88,15.56,36.3,20.16,"TBC1D22A"
"999","chr1",30801698,30802098,401,"*",4.45352505778537,4.03702597708285,4.84688556147794,-0.59314311133141,0.0469572461959719,0.999820495462944,13.75,18.81,11.36,20.71,17.44,32.12,17.93,41.82,23.23,"LINC01778"
"1000","chr6",69180764,69181164,401,"*",3.24823838876703,3.58598647921148,2.67105693579024,1.11193307585477,0.0470204460670127,0.999820495462944,10.06,13.76,8.31,15.15,12.76,7.11,3.97,9.26,5.14,"ADGRB3"
"1001","chr6",27738286,27738686,401,"*",3.75178215139936,3.9936088444752,3.37824712175762,0.820290870967042,0.0470551251279577,0.999820495462944,13.35,18.26,11.02,20.1,16.93,11.61,6.48,15.11,8.39,"LOC100131289"
"1002","chr4",112515618,112516018,401,"*",4.48167677691688,4.63795762433054,4.2590216430144,0.588965119239056,0.0470608240214144,0.999820495462944,20.86,28.53,17.22,31.41,26.46,21.37,11.93,27.83,15.46,"NEUROG2"
"1003","chr6",8471654,8472054,401,"*",2.97284512934429,2.12431562775617,3.61051275213391,-1.25010429127093,0.0470881726819006,0.999820495462944,3.65,5,3.02,5.5,4.63,13.63,7.61,17.75,9.86,"LOC100506207"
"1004","chr5",131281126,131281526,401,"*",5.30150957597527,5.40143139030836,5.16601195398242,0.447153237757635,0.0471201425856199,0.999820495462944,35.41,48.44,29.24,53.33,44.92,40.08,22.37,52.18,28.98,"CDC42SE2"
"1005","chr4",67545356,67545756,401,"*",5.98526428208548,6.05860566975824,5.88801181951535,0.383139689516582,0.0472059352515922,0.999820495462944,55.84,76.39,46.11,84.1,70.83,66.1,36.91,86.06,47.81,"CENPC"
"1006","chr6",109491322,109491722,401,"*",4.48543789901192,4.06947110556711,4.87841873704307,-0.592248123274464,0.0472188422171776,0.999820495462944,14.07,19.24,11.61,21.18,17.84,32.83,18.33,42.75,23.74,"ZBTB24"
"1007","chr3",48812265,48812665,401,"*",5.14400906768779,5.25046255215433,4.99884559467621,0.463222660874801,0.0472744875518496,0.999820495462944,31.89,43.63,26.33,48.03,40.45,35.69,19.93,46.47,25.81,"PRKAR2A"
"1008","chr9",121074680,121075080,401,"*",5.45137180961208,5.54218118734507,5.32917988866404,0.425092297435149,0.0474295146402003,0.999820495462944,39.04,53.4,32.23,58.79,49.52,44.87,25.05,58.43,32.45,"CNTRL"
"1009","chr16",70604869,70605269,401,"*",3.28387801357853,2.55914115378468,3.86268705570698,-1.07583895106646,0.047504825740921,0.999820495462944,4.94,6.75,4.08,7.44,6.26,16.24,9.07,21.14,11.74,"IL34"
"1010","chr12",1019607,1020007,401,"*",2.9397678490873,3.33201023559696,2.22537206927803,1.29585374882694,0.0475943651329224,0.999820495462944,8.44,11.54,6.97,12.71,10.7,5.22,2.91,6.8,3.78,"ERC1"
"1011","chr3",5019557,5019957,401,"*",4.73383571652817,4.86879760521179,4.5451756117815,0.534310562202189,0.0476240793198772,0.999820495462944,24.48,33.49,20.21,36.87,31.05,26.06,14.55,33.93,18.85,"BHLHE40-AS1"
"1012","chr20",59385151,59385551,401,"*",4.08802594700694,3.60803838632501,4.52500885714617,-0.698477045338398,0.0476425950079657,0.999820495462944,10.22,13.97,8.43,15.38,12.96,25.7,14.35,33.46,18.59,"EDN3"
"1013","chr5",134632559,134632959,401,"*",5.64245695972222,5.7241151224214,5.53342183313053,0.402976251646546,0.0476442988915831,0.999820495462944,44.29,60.58,36.57,66.7,56.17,51.7,28.86,67.31,37.39,"SAR1B"
"1014","chrX",131802834,131803234,401,"*",4.00125217653229,3.4926748837206,4.45685521979552,-0.744674810254982,0.04770904831226,0.999820495462944,9.43,12.9,7.79,14.2,11.96,24.51,13.69,31.92,17.73,"FIRRE"
"1015","chr2",49490313,49490713,401,"*",3.23590696886176,3.56252434742156,2.68462409706904,1.0749255534638,0.0477366491178371,0.999820495462944,9.9,13.54,8.17,14.91,12.56,7.18,4.01,9.34,5.19,"FSHR"
"1016","chr15",74374245,74374645,401,"*",6.20450148716996,5.91571415846458,6.49935768955595,-0.369728694643289,0.0477838411182578,0.999820495462944,50.58,69.18,41.76,76.17,64.15,100.99,56.38,131.48,73.03,"LINC02255"
"1017","chr1",195999523,195999923,401,"*",3.27563483364512,2.55964204384201,3.84999548042868,-1.06214776542976,0.0478581960651412,0.999820495462944,4.94,6.76,4.08,7.44,6.27,16.1,8.99,20.96,11.64,"LINC01724"
"1018","chr14",24692872,24693272,401,"*",3.04236102627407,2.24051968697101,3.65869920458023,-1.18523802669568,0.0479000218948852,0.999820495462944,3.96,5.42,3.27,5.96,5.02,14.1,7.87,18.35,10.2,"GZMB"
"1019","chr3",112043609,112044009,401,"*",3.92653191030237,4.14190366567942,3.60234096779585,0.746573679161252,0.047910736696527,0.999820495462944,14.79,20.23,12.21,22.27,18.76,13.56,7.57,17.65,9.8,"TMPRSS7"
"1020","chr18",9334485,9334885,401,"*",6.40349137512739,6.47120253782404,6.31412306923261,0.369833470920456,0.0479898490032359,0.999820495462944,74.33,101.68,61.37,111.94,94.28,88.82,49.59,115.64,64.23,"TWSG1"
"1021","chr18",12038806,12039206,401,"*",5.01682338941792,4.66584261449621,5.36157960484679,-0.480565650143237,0.0481079021462635,0.999820495462944,21.27,29.09,17.56,32.03,26.97,45.89,25.62,59.75,33.19,"IMPA2"
"1022","chr12",100123826,100124226,401,"*",2.81171016767924,1.8822199747748,3.48408589764216,-1.36057499087022,0.0482450566236187,0.999820495462944,3.09,4.22,2.55,4.65,3.92,12.49,6.97,16.26,9.03,"UHRF1BP1L"
"1023","chr8",104279224,104279624,401,"*",2.72543481121032,3.15512515094704,1.90512280371948,1.43131660114917,0.0483394976829568,0.999820495462944,7.46,10.21,6.16,11.24,9.47,4.18,2.33,5.44,3.02,"RIMS2"
"1024","chr1",244796721,244797121,401,"*",3.81899678656955,4.05630162725282,3.45408141955566,0.80734485698715,0.048406203603636,0.999820495462944,13.94,19.07,11.51,20.99,17.68,12.23,6.83,15.93,8.85,"COX20"
"1025","chr17",16407116,16407516,401,"*",3.92384420790611,3.3983256053663,4.390198110928,-0.772148029516418,0.0484127457570993,0.999820495462944,8.83,12.08,7.29,13.3,11.2,23.41,13.07,30.47,16.93,"TRPV2"
"1026","chr2",78541492,78541892,401,"*",3.34647416834943,2.66495682180757,3.90289235468929,-1.01104455347241,0.0484575938715285,0.999820495462944,5.31,7.27,4.39,8,6.74,16.7,9.32,21.74,12.08,"LOC101927967"
"1027","chr3",66073882,66074282,401,"*",2.67582769578292,3.10315351798392,1.86252265133232,1.42156634829653,0.0485211420060639,0.999820495462944,7.2,9.85,5.94,10.84,9.13,4.06,2.27,5.28,2.94,"MAGI1"
"1028","chr13",41960911,41961311,401,"*",5.45893432787221,5.54721685070837,5.34039566065935,0.418920049174743,0.0485366731006385,0.999820495462944,39.18,53.59,32.35,59,49.69,45.23,25.25,58.88,32.71,"VWA8-AS1"
