# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	NKX1-1 (-105492)
Region29707	ENSG00000259132 (+8426)
Region29708	NOP14 (-80)
Region29709	LRTM1 (-20178)
Region29710	TUBE1 (-75908)
Region29711	MED25 (-213)
Region29712	CRYBB3 (-20856)
Region29713	IL10 (+14520)
Region29714	IRF2BP1 (-89)
Region29715	LDLRAD4 (+193395)
Region29716	COPB1 (+25)
Region29717	PGAP1 (-69)
Region29718	MOS (+299)
Region29719	CCR7 (-33681)
Region29720	SUV39H1 (+41770)
Region29721	COL9A2 (+562)
Region29722	C1QL3 (+981)
Region29723	CA2 (-337)
Region29724	DHX16 (+171)
Region29725	KLF6 (+116425)
Region29726	AIFM1 (-29)
Region29727	GPR174 (-9084)
Region29728	HTR1A (+688021)
Region29729	NELL2 (+88150)
Region29730	RPL3 (-12152)
Region29731	NONE
Region29732	DUSP10 (-40)
Region29733	ARHGAP17 (-16310)
Region29734	CSMD3 (-326419)
Region29735	SEPT9 (+101239)
Region29736	CDKAL1 (+98)
Region29737	KLF14 (-209578)
Region29738	GGCT (-106)
Region29739	THAP5 (-620133)
Region29740	SOCS5 (-37)
Region29741	CDC14B (+307)
Region29742	BHLHE23 (-95283)
Region29743	RPL29 (-113)
Region29744	ATP5B (-74)
Region29745	NOP58 (+35690)
Region29746	DMRTA1 (+610)
Region29747	FLVCR2 (-127)
Region29748	INPP4A (+63995)
Region29749	TLK2 (-419)
Region29750	MKRN2 (+15617)
Region29751	RNF152 (-82289)
Region29752	ANKEF1 (-38)
Region29753	PCCB (+157)
Region29754	ATF4 (-6775)
Region29755	ARHGAP32 (-87372)
Region29756	DUSP4 (-148624)
Region29757	TSHZ2 (+244788)
Region29758	APOL1 (+48453)
Region29759	DENND4C (+119)
Region29760	ANTXR2 (-9267)
Region29761	RPL35 (-68)
Region29762	SPATA4 (+12411)
Region29763	KLF9 (-4988)
Region29764	YY1 (-242)
Region29765	GRK2 (+11268)
Region29766	ZNF701 (+30569)
Region29767	NONE
Region29768	PLB1 (+98624)
Region29769	HMGB1 (+1201)
Region29770	ACBD4 (+136)
Region29771	RBBP5 (-286)
Region29772	COPB2 (+82)
Region29773	KANSL3 (+45)
Region29774	VGLL3 (+233387)
Region29775	PIK3R1 (+323783)
Region29776	SLC25A20 (+85)
Region29777	EHBP1 (-224)
Region29778	GPNMB (+1148)
Region29779	SKP1 (-7331)
Region29780	PGLYRP1 (+13143)
Region29781	SLC45A1 (+106792)
Region29782	PTGES3 (+58)
Region29783	MCM6 (-37481)
Region29784	NONE
Region29785	WASL (-25684)
Region29786	KIT (-86453)
Region29787	PYM1 (+839)
Region29788	AMZ2 (-62504)
Region29789	RPS3 (-10625)
Region29790	FTSJ1 (-88)
Region29791	GRIK1 (+89528)
Region29792	ENSG00000261717 (-90)
Region29793	WNK2 (-745)
Region29794	PCGF5 (-56711)
Region29795	CDK20 (0)
Region29796	GALNT4 (+62603)
Region29797	SKP1 (-34)
Region29798	MKI67 (-85757)
Region29799	AKR1A1 (-6480)
Region29800	LEMD3 (-74)
Region29801	CREB3L3 (-13481)
Region29802	KCTD7 (-70964)
Region29803	MCM5 (+26962)
Region29804	MEX3C (+43222)
Region29805	PIGV (-43953)
Region29806	GRAP2 (-23)
Region29807	CYP2A6 (+6657)
Region29808	VPS16 (+11389)
Region29809	NTRK3 (+72921)
Region29810	SLC17A7 (-2158)
Region29811	MALSU1 (-25951)
Region29812	NR1D2 (+761)
Region29813	NR4A2 (+285091)
Region29814	GTF3C5 (-8458)
Region29815	HS3ST3B1 (+160860)
Region29816	CTSO (+19527)
Region29817	NSMAF (-190728)
Region29818	ERBB3 (+513)
Region29819	CEP57L1 (+141338)
Region29820	TTR (-37078)
Region29821	FGGY (-141439)
Region29822	FER1L6 (-45577)
Region29823	NOL9 (-9)
Region29824	GTF3C6 (+98)
Region29825	RAD51 (-158)
Region29826	YTHDF1 (+36777)
Region29827	GLYR1 (-65)
Region29828	ZFHX2 (-135)
Region29829	FAM50B (-92)
Region29830	CRYBG2 (+17565)
Region29831	PEX2 (+158369)
Region29832	PRL (-657545)
Region29833	ELOVL6 (+109179)
Region29834	USP24 (-273)
Region29835	XCL2 (-10247)
Region29836	GNB2 (-31)
Region29837	SGIP1 (-132065)
Region29838	SENP5 (+2)
Region29839	PIP4K2C (-7829)
Region29840	MYO1G (-7576)
Region29841	TIGD2 (+183190)
Region29842	FMNL1 (+14206)
Region29843	TARS2 (-9459)
Region29844	FOXC1 (-85788)
Region29845	TOPAZ1 (-34769)
Region29846	SH2B3 (-229)
Region29847	PINX1 (-53769)
Region29848	HAAO (-35213)
Region29849	LMO3 (-310406)
Region29850	GDF10 (-134521)
Region29851	PCED1B (-76159)
Region29852	UFL1 (-63)
Region29853	TIMM17A (-48)
Region29854	ZNF703 (-114326)
Region29855	MNT (+8258)
Region29856	COL5A2 (-105258)
Region29857	AP3B1 (-982)
Region29858	RALYL (-184763)
Region29859	TSEN15 (+49)
Region29860	NENF (+82170)
Region29861	COL12A1 (+500606)
Region29862	PHKA2 (+98691)
Region29863	NFATC2IP (-5163)
Region29864	PRL (-508813)
Region29865	ZSWIM4 (-208)
Region29866	CD226 (+9276)
Region29867	CTXN3 (-46160)
Region29868	MYOM2 (-27179)
Region29869	TRIM62 (-225)
Region29870	NONE
Region29871	ZNF624 (-103741)
Region29872	SLC6A15 (+814956)
Region29873	SMIM27 (-1551)
Region29874	CREB1 (+43)
Region29875	CYB5R2 (+236)
Region29876	ENSG00000255439 (+150)
Region29877	NCOA1 (-861)
Region29878	TRIM26 (-6096)
Region29879	PCSK5 (-19869)
Region29880	ERBB4 (+826)
Region29881	LMNTD1 (-173937)
Region29882	PRMT9 (+10)
Region29883	EGR2 (-94901)
Region29884	ACTL6A (-46)
Region29885	CATIP (-167)
Region29886	KCNA3 (+30999)
Region29887	ERBB4 (+792440)
Region29888	NXT1 (-33688)
Region29889	SCP2 (+137)
Region29890	NCOA5 (-10)
Region29891	ADA2 (+79)
Region29892	CAST (+7322)
Region29893	REEP3 (-6214)
Region29894	ZNRF2 (+63909)
Region29895	HIST1H2BG (-64)
Region29896	CSRP1 (-50450)
Region29897	POTED (-95308)
Region29898	KCNS2 (-20055)
Region29899	NF1 (+57)
Region29900	FOXO6 (-754)
Region29901	HGSNAT (-11)
Region29902	ARRDC2 (+36998)
Region29903	MTNR1B (-212149)
Region29904	TMEM132C (-24831)
Region29905	LCLAT1 (+56382)
Region29906	RGS1 (+17524)
Region29907	OTULIN (+1302)
Region29908	PITX2 (-451918)
Region29909	ELF4 (-10400)
Region29910	TSSK3 (+10028)
Region29911	MYL2 (+32370)
Region29912	DEPDC7 (+83)
Region29913	ALPP (-52517)
Region29914	FCMR (-2284)
Region29915	DHRS12 (+39164)
Region29916	PPIAL4C (+1940)
Region29917	GRIA2 (+223122)
Region29918	GSKIP (-168)
Region29919	EPHB6 (-627)
Region29920	CHM (+286948)
Region29921	MALT1 (+16654)
Region29922	CSTF2T (+270716)
Region29923	CDKL4 (-15177)
Region29924	SPAG8 (+79)
Region29925	PRPF39 (-13)
Region29926	PHLDB2 (+1128)
Region29927	PDHA2 (+615288)
Region29928	NRIP1 (+59423)
Region29929	NEDD9 (-77590)
Region29930	LRFN5 (-371028)
Region29931	SLC1A4 (-43042)
Region29932	RDX (+168)
Region29933	TREML2 (+743)
Region29934	TMPRSS11A (-52986)
Region29935	ADGRB3 (-972186)
Region29936	OXLD1 (-61)
Region29937	NDUFV3 (+30712)
Region29938	LRRC23 (-76)
Region29939	NONE
Region29940	CNTN3 (+145002)
Region29941	KCNN2 (+183943)
Region29942	KDM4B (-248)
Region29943	DNAJC10 (-126)
Region29944	ZNF789 (-26)
Region29945	KCNS1 (+56747)
Region29946	ARFGEF3 (-252)
Region29947	FAAP20 (+5146)
Region29948	ADAMTS8 (+34273)
Region29949	AOAH (-262902)
Region29950	CADM2 (-221923)
Region29951	XKR8 (+532)
Region29952	ICE2 (+9)
Region29953	TTC21B (-18299)
Region29954	TOX (+22238)
Region29955	PBX4 (+121)
Region29956	RTP5 (+11960)
Region29957	FEM1B (-20795)
Region29958	PGLS (-15093)
Region29959	P2RX7 (-39899)
Region29960	FAM234B (-7445)
Region29961	IKZF2 (+141164)
Region29962	MAN2A1 (+168206)
Region29963	CELF2 (+127673)
Region29964	NOLC1 (+17458)
Region29965	TTC14 (-5)
Region29966	STRIP1 (-52)
Region29967	COL12A1 (+579251)
Region29968	IPO9 (-89332)
Region29969	AKAP13 (-83961)
Region29970	FEZ1 (-18322)
Region29971	ZNF543 (-20)
Region29972	FANCE (+84)
Region29973	SPSB2 (-106)
Region29974	ZNF593 (-24278)
Region29975	SLC6A15 (+399214)
Region29976	RALA (-13800)
Region29977	ITM2B (+196)
Region29978	NONE
Region29979	F2R (+189)
Region29980	PARK7 (-138)
Region29981	POMGNT2 (+42)
Region29982	EPHA2 (-6332)
Region29983	GRK3 (-160)
Region29984	IMPA1 (+55255)
Region29985	PSMC6 (-33)
Region29986	NFASC (-21343)
Region29987	LURAP1 (-186)
Region29988	NPIPB9 (-1541)
Region29989	ATE1 (+48)
Region29990	ZNF608 (-713014)
Region29991	MYC (-670)
Region29992	TOB2 (+2506)
Region29993	RPL41 (-79)
Region29994	CFAP58 (-62)
Region29995	KCNJ12 (+80985)
Region29996	P4HA3 (+198)
Region29997	DGKH (-211)
Region29998	TMX3 (+300611)
Region29999	MSL2 (-622)
Region30000	BSX (-2905)
Region30001	PGBD5 (+115735)
Region30002	MED13L (+116579)
Region30003	RPL18 (-4735)
Region30004	DKK2 (-233162)
Region30005	SNX18 (+128549)
Region30006	ZWINT (-493299)
Region30007	PI4K2B (+28)
Region30008	EPB41 (-41)
Region30009	ATM (+68)
Region30010	ZMIZ1 (+126458)
Region30011	GCSH (-109)
Region30012	INTU (-9643)
Region30013	CCDC25 (-30)
Region30014	THEMIS2 (-14270)
Region30015	SNUPN (+18652)
Region30016	MUT (+255455)
Region30017	CMTM4 (+45528)
Region30018	POLR1A (+67694)
Region30019	SNX21 (+222)
Region30020	GTPBP6 (-12597)
Region30021	GSTA3 (+27251)
Region30022	NONE
Region30023	PIGP (+28183)
Region30024	TRAF5 (+55874)
Region30025	SVIL (+164901)
Region30026	WNT10A (+17973)
Region30027	ADCY2 (-274895)
Region30028	MAN1C1 (+80567)
Region30029	HHIPL2 (+321541)
Region30030	LDLRAD4 (-140084)
Region30031	RPS6KL1 (-846)
Region30032	SLC35D2 (-15453)
Region30033	HAPLN2 (+6664)
Region30034	MTFP1 (-1459)
Region30035	UPP2 (+21025)
Region30036	PAM (-113794)
Region30037	TROAP (-170)
Region30038	NONE
Region30039	PZP (-75255)
Region30040	MAML3 (+2017)
Region30041	PARVB (-2932)
Region30042	GOLIM4 (+14761)
Region30043	THEM4 (+4302)
Region30044	HEBP2 (+53880)
Region30045	CMC1 (+37)
Region30046	ANKRD1 (-85357)
Region30047	TOX (-96707)
Region30048	ZNF563 (-9)
Region30049	GRAP2 (-111088)
Region30050	VEZF1 (-230)
Region30051	ZNF410 (-154)
Region30052	SUCLG2 (-996)
Region30053	HPSE2 (+111892)
Region30054	SLITRK5 (-468)
Region30055	FGFR1OP (-840)
Region30056	SOX30 (+667)
Region30057	TFF2 (+12949)
Region30058	FAM129B (-17458)
Region30059	HNRNPA3 (-63638)
Region30060	LYSMD4 (-22481)
Region30061	TRIP11 (-66)
Region30062	CABIN1 (+7827)
Region30063	BTAF1 (+37)
Region30064	EPM2A (+237994)
Region30065	SATB1 (-316586)
Region30066	TMEM266 (+91240)
Region30067	NONE
Region30068	LRFN5 (-977733)
Region30069	CALML5 (+41603)
Region30070	SLC23A2 (+8848)
Region30071	PRR20C (-417551)
Region30072	ZNF77 (-5882)
Region30073	RPL27 (-200)
Region30074	NONE
Region30075	CHURC1 (+37)
Region30076	PRKCB (-34528)
Region30077	SLCO4C1 (+436472)
Region30078	RNF126 (-54)
Region30079	BCL2A1 (+3057)
Region30080	CEP295 (+25778)
Region30081	ANKRD17 (-327)
Region30082	ECHDC1 (-498)
Region30083	C15orf48 (+27346)
Region30084	PRR3 (-15151)
Region30085	RASSF9 (+176391)
Region30086	METTL25 (+128)
Region30087	TPD52L2 (-120)
Region30088	CEP85 (-144)
Region30089	ACO1 (-162730)
Region30090	NOSTRIN (-146864)
Region30091	DPP4 (+10561)
Region30092	ZNF438 (-50)
Region30093	FAM84B (+1786)
Region30094	NONE
Region30095	FSTL4 (+1352)
Region30096	ZNF133 (+74)
Region30097	PERM1 (-667)
Region30098	USP46 (-153)
Region30099	PTN (+17824)
Region30100	SMIM14 (+8828)
Region30101	BICDL1 (-895)
Region30102	KCNE4 (+153251)
Region30103	FIBIN (+756)
Region30104	NDEL1 (+31)
Region30105	NONE
Region30106	TMEM209 (+63973)
Region30107	RHOU (-112762)
Region30108	ZFAT (+21669)
Region30109	CHPF2 (+30)
Region30110	ZNF157 (-4117)
Region30111	ZNF287 (-69)
Region30112	TTLL11 (+231)
Region30113	IGSF21 (-14635)
Region30114	NONE
Region30115	FAM19A5 (+431342)
Region30116	TMEM135 (+470033)
Region30117	FAM120A (-57)
Region30118	EPHB4 (-9925)
Region30119	CCDC88C (+66533)
Region30120	ABCF2 (-142)
Region30121	MARCH6 (-99)
Region30122	CTNND2 (-758056)
Region30123	METTL15 (+404226)
Region30124	ICE1 (+72101)
Region30125	VRK1 (-40115)
Region30126	NR2F1 (-45676)
Region30127	ZSWIM7 (-39)
Region30128	LINGO2 (-541939)
Region30129	DPM2 (+611)
Region30130	ETF1 (-9781)
Region30131	ZNF493 (-68)
Region30132	ZFYVE28 (+53784)
Region30133	CACNA2D2 (+67147)
Region30134	VPS18 (-62)
Region30135	LIPE (+3683)
Region30136	ADSSL1 (-5759)
Region30137	UNC13D (+1018)
Region30138	NQO2 (-164)
Region30139	U2AF1L4 (-93)
Region30140	CD9 (-27237)
Region30141	STK17B (+40107)
Region30142	ISOC1 (+69573)
Region30143	REEP3 (+203095)
Region30144	MEIS3 (-8075)
Region30145	SFT2D1 (+35175)
Region30146	LRRN1 (+263)
Region30147	MPP7 (-88193)
Region30148	GBP3 (+542)
Region30149	MBTPS1 (-33)
Region30150	ENPP4 (-35)
Region30151	TAF11 (+54)
Region30152	KDM4B (+62601)
Region30153	ZNF217 (+205314)
Region30154	TBX19 (+82160)
Region30155	LY86 (+550)
Region30156	ABCB10 (-248)
Region30157	ABHD12 (+70)
Region30158	VAV3 (-113094)
Region30159	CMTM7 (+36923)
Region30160	HMGN4 (+16715)
Region30161	PHB (-115)
Region30162	FAM171A1 (-55339)
Region30163	CAPZA3 (+170533)
Region30164	TMEM64 (-19630)
Region30165	HEBP1 (-95)
Region30166	PTCHD3 (+538)
Region30167	PABPC4L (-959611)
Region30168	DLX6 (+834)
Region30169	SPON2 (+41399)
Region30170	MTRNR2L6 (-176915)
Region30171	SH3PXD2B (-80415)
Region30172	TMEM121 (+153523)
Region30173	PRKD2 (-1334)
Region30174	ZACN (-2082)
Region30175	TGM6 (-28822)
Region30176	AES (-13066)
Region30177	PRSS42 (-11975)
Region30178	IRAK1BP1 (-364624)
Region30179	PNPLA2 (+812)
Region30180	RAPGEF2 (-243849)
Region30181	PRKD1 (+156065)
Region30182	CXCR4 (-307438)
Region30183	PIM2 (+1607)
Region30184	NONE
Region30185	TTC27 (-42)
Region30186	SLC43A3 (+1959)
Region30187	HIVEP2 (+43547)
Region30188	NR5A1 (-44636)
Region30189	SHISA5 (-3319)
Region30190	ACSS1 (+14952)
Region30191	BORCS8 (-66)
Region30192	HJURP (+24201)
Region30193	MMD2 (-14782)
Region30194	PPDPF (-2)
Region30195	DNAAF4 (-27276)
Region30196	SLC25A24 (+25)
Region30197	PARVG (+361)
Region30198	C11orf91 (+15295)
Region30199	NONE
Region30200	L3MBTL3 (-54230)
Region30201	FAHD2B (+96860)
Region30202	ZNF519 (-298897)
Region30203	JUNB (-1402)
Region30204	MPZL3 (+10821)
Region30205	CENPM (-10663)
Region30206	ATOH1 (-283247)
Region30207	PTPA (-8)
Region30208	RAP2B (+48000)
Region30209	C3orf58 (+466342)
Region30210	NAP1L5 (-23873)
Region30211	PRF1 (+52729)
Region30212	TRAM1L1 (+379964)
Region30213	GLMN (-16)
Region30214	IRF4 (+54958)
Region30215	TPRG1 (-39496)
Region30216	ADAM15 (-150)
Region30217	ROPN1L (+369)
Region30218	TRAF3IP1 (+52)
Region30219	CSNK1D (-19881)
Region30220	SSH3 (+14331)
Region30221	MRPL55 (-67)
Region30222	CCDC102B (+81939)
Region30223	MRPL57 (+58191)
Region30224	ZNF32 (-41528)
Region30225	UGGT2 (-326)
Region30226	GBA2 (+522)
Region30227	GABRG2 (+52537)
Region30228	ACKR3 (-1403)
Region30229	BCL2 (+52325)
Region30230	BORCS5 (-14)
Region30231	FSTL5 (+735778)
Region30232	IFI35 (+2)
Region30233	PAICS (-166)
Region30234	DDX56 (+8343)
Region30235	LEF1 (-174665)
Region30236	CDH9 (+506253)
Region30237	SYT3 (-1442)
Region30238	RPAP3 (+295338)
Region30239	DNAJC7 (-2388)
Region30240	EEF2 (-2)
Region30241	MPZL1 (+40302)
Region30242	PAPOLB (+31742)
Region30243	PITRM1 (-55645)
Region30244	PPP4R3B (-220)
Region30245	SUMO3 (+220)
Region30246	FOXP1 (+105195)
Region30247	PRCP (-298)
Region30248	NONE
Region30249	CHAC1 (-11133)
Region30250	DMAC1 (+385)
Region30251	NONE
Region30252	LYZL2 (-71977)
Region30253	CA2 (+49872)
Region30254	ZC3H15 (-256140)
Region30255	KIF24 (+41153)
Region30256	ABCG1 (+1211)
Region30257	PPIE (-45)
Region30258	METTL2A (-15)
Region30259	TUFM (-85)
Region30260	NLK (-557)
Region30261	ATP2B1 (-712)
Region30262	NIF3L1 (+21)
Region30263	NUPR2 (-250950)
Region30264	ATP1B3 (+39720)
Region30265	PIGA (-90)
Region30266	TMEM131L (+31146)
Region30267	MELK (+193291)
Region30268	LY86 (-40993)
Region30269	KLHL3 (-1710)
Region30270	ASS1 (+46508)
Region30271	NR3C2 (-654869)
Region30272	CABYR (-168474)
Region30273	DPF3 (-12417)
Region30274	ARL4C (+203977)
Region30275	ABHD14A (-966)
Region30276	SPAG1 (-89)
Region30277	EPHA5 (+272274)
Region30278	SORL1 (+199090)
Region30279	FGG (-14332)
Region30280	PCP4 (+341112)
Region30281	SERTAD2 (+9012)
Region30282	HERPUD1 (+7167)
Region30283	ELOVL5 (+46316)
Region30284	PDZRN4 (-81838)
Region30285	LDLRAP1 (+19107)
Region30286	RNGTT (+16)
Region30287	ZNF766 (-25)
Region30288	PGS1 (+36363)
Region30289	ATP10A (+52368)
Region30290	USP25 (-25755)
Region30291	SEPT9 (+160125)
Region30292	ITGAX (-23779)
Region30293	SMYD3 (+504146)
Region30294	KCNJ3 (+364583)
Region30295	WNT7A (+13419)
Region30296	NYAP1 (-462)
Region30297	DLGAP5 (-21627)
Region30298	DAZAP1 (-247)
Region30299	ACAD9 (+43975)
Region30300	MRPS30 (-144104)
Region30301	FGD4 (+54603)
Region30302	EFHC2 (-60)
Region30303	MPPED1 (-25348)
Region30304	CDH1 (+261)
Region30305	ARL16 (+38)
Region30306	DNAJC21 (-126)
Region30307	JRKL (+187364)
Region30308	MLLT1 (+587)
Region30309	CHERP (+26)
Region30310	GPR18 (+3238)
Region30311	SART1 (-25)
Region30312	ID4 (-575843)
Region30313	BRD1 (+167301)
Region30314	DTYMK (+90)
Region30315	GFPT1 (+79954)
Region30316	CSF3R (-70731)
Region30317	ZG16B (+2631)
Region30318	TRPM6 (-64343)
Region30319	ATP13A2 (-204)
Region30320	MBOAT7 (+8989)
Region30321	FGFR3 (-455)
Region30322	CCDC88C (-9710)
Region30323	SUPT16H (-77)
Region30324	ZMAT1 (-225)
Region30325	CPLX2 (+75458)
Region30326	VAC14 (-60)
Region30327	PLXNC1 (-140729)
Region30328	SIAE (-33)
Region30329	BPGM (+64345)
Region30330	NONE
Region30331	UFC1 (+242)
Region30332	GABBR2 (-29764)
Region30333	TNFRSF10D (+434)
Region30334	PCDH15 (+344856)
Region30335	FOXB1 (-27511)
Region30336	ZNF804A (-460010)
Region30337	KCNRG (+110824)
Region30338	GINM1 (+11029)
Region30339	FHOD3 (+51261)
Region30340	PTPRU (+146621)
Region30341	ADAM17 (-25)
Region30342	NUAK2 (+7989)
Region30343	N4BP2 (+14813)
Region30344	RPS20 (+63669)
Region30345	GPHN (+1736)
Region30346	CYTH2 (+11957)
Region30347	SGSM3 (+15062)
Region30348	ULK1 (+1434)
Region30349	CANX (-20339)
Region30350	ENSG00000269881 (+3512)
Region30351	SLC47A1 (-174)
Region30352	UBE2I (-7866)
Region30353	ZBTB6 (+212)
Region30354	CDKN3 (-109)
Region30355	CHRNE (-5984)
Region30356	EFCAB6 (+20310)
Region30357	CD9 (-30797)
Region30358	FOXP2 (-245793)
Region30359	HENMT1 (+14561)
Region30360	POU5F1 (-33516)
Region30361	SEC23A (+235788)
Region30362	PLA2G4A (+195982)
Region30363	DDX18 (-454971)
Region30364	DNAH7 (+83090)
Region30365	FAM118A (+853)
Region30366	ZNF281 (+97990)
Region30367	MYL9 (-80256)
Region30368	NKX6-3 (-54609)
Region30369	ENSG00000268083 (-2224)
Region30370	ANKRD53 (-1370)
Region30371	GGPS1 (-158)
Region30372	PRPF40A (-367917)
Region30373	ARHGAP6 (+132371)
Region30374	MOG (-7106)
Region30375	ZNF587 (-25)
Region30376	DHPS (+1)
Region30377	MTX1 (+421)
Region30378	MYH9 (-139)
Region30379	ZFP36L1 (-2701)
Region30380	NONE
Region30381	RIC8B (+32444)
Region30382	FAM212A (-472)
Region30383	PYDC2 (+373415)
Region30384	CENPC (+685453)
Region30385	VMA21 (-63)
Region30386	ATM (+13956)
Region30387	CD27 (-10446)
Region30388	SMOC2 (+86327)
Region30389	ATG9B (+10678)
Region30390	TOPAZ1 (-190302)
Region30391	FEZ1 (+91373)
Region30392	ADGRB2 (-8589)
Region30393	OBSCN (+32769)
Region30394	RBM43 (+252696)
Region30395	PFDN5 (+204)
Region30396	PDK3 (+30236)
Region30397	PTPN1 (-49494)
Region30398	LRRC8D (-57897)
Region30399	KDM2A (-587)
Region30400	LYPD3 (+2164)
Region30401	IMMP2L (-120)
Region30402	HNRNPL (-143)
Region30403	ESPN (-1123)
Region30404	SLC22A5 (+41024)
Region30405	CALM3 (-32665)
Region30406	CREBBP (-62)
Region30407	MERTK (-479)
Region30408	PDHA2 (+902689)
Region30409	ETV1 (+536421)
Region30410	NPW (+3396)
Region30411	FPGS (+87)
Region30412	ZNF597 (+2)
Region30413	SLC25A48 (-84316)
Region30414	DHRS4 (+230)
Region30415	WDR60 (+135862)
Region30416	MFGE8 (+206)
Region30417	MEN1 (+684)
Region30418	FUT1 (+2354)
Region30419	NDUFA12 (+130192)
Region30420	MDS2 (-26085)
Region30421	PPP1R3F (+39670)
Region30422	NONE
Region30423	MGMT (+149831)
Region30424	GBE1 (-735930)
Region30425	MEMO1 (-400)
Region30426	TTC30A (+120)
Region30427	NONE
Region30428	SLC47A1 (-25876)
Region30429	PDCD2L (+23)
Region30430	AUTS2 (-82785)
Region30431	PRKAR1A (+7)
Region30432	MAP4K5 (-39)
Region30433	INHBA (-237957)
Region30434	KCNK12 (+49622)
Region30435	ABCA5 (-130)
Region30436	VOPP1 (+103088)
Region30437	NPIPB11 (+20970)
Region30438	PLCD1 (-312)
Region30439	BEND7 (+62443)
Region30440	DIABLO (-17582)
Region30441	SBK1 (+848)
Region30442	SH3BP5 (+12137)
Region30443	EBF1 (-734)
Region30444	TRIM74 (+31713)
Region30445	PPP6C (+68)
Region30446	USP31 (-219)
Region30447	ARF4 (-156)
Region30448	POLE4 (+106633)
Region30449	UBE2C (-89)
Region30450	ADGRG6 (+38)
Region30451	DNM2 (+13677)
Region30452	NDUFA4 (+50965)
Region30453	SLC35B4 (-60184)
Region30454	SOSTDC1 (-81564)
Region30455	SCRT2 (+623)
Region30456	CNTROB (-43)
Region30457	LRFN4 (+11413)
Region30458	CDCA8 (-42)
Region30459	LY6E (+7951)
Region30460	SUPT3H (-116)
Region30461	SUCNR1 (+45304)
Region30462	DAD1 (+18840)
Region30463	TESMIN (+19)
Region30464	AP5B1 (-350)
Region30465	PSMB3 (-127)
Region30466	C14orf166 (+32)
Region30467	RPS6KB1 (-65)
Region30468	TGFBR1 (+14152)
Region30469	ADGRF3 (+20133)
Region30470	GJA3 (+40324)
Region30471	PDE7B (-89331)
Region30472	MTUS1 (-963)
Region30473	NAE1 (+43)
Region30474	PTK2B (+14072)
Region30475	SAPCD2 (-9)
Region30476	FMN1 (-32023)
Region30477	RNPS1 (-679)
Region30478	PIK3R4 (-842)
Region30479	AGTRAP (-16445)
Region30480	ZNF213 (+23747)
Region30481	USP11 (+712)
Region30482	TMEM121 (+460085)
Region30483	VWC2L (-508092)
Region30484	C19orf24 (+295)
Region30485	RALYL (-152953)
Region30486	PRR14 (-598)
Region30487	GPSM3 (-2883)
Region30488	MOXD1 (+121795)
Region30489	AASDH (+97375)
Region30490	HNF4A (-12557)
Region30491	KDM6B (-17002)
Region30492	ESYT3 (+186)
Region30493	PPP1R3A (+208565)
Region30494	IQSEC1 (+78026)
Region30495	SLAMF1 (-28712)
Region30496	TDRD6 (+290)
Region30497	TMEM204 (-6740)
Region30498	VPS52 (+22478)
Region30499	CHKA (-296)
Region30500	FGF1 (+31)
Region30501	NDUFA10 (+153252)
Region30502	CRCP (+242)
Region30503	SDHAF3 (-11607)
Region30504	STRA8 (+68744)
Region30505	LRRIQ3 (+671151)
Region30506	SYT16 (+121599)
Region30507	NAGA (-57)
Region30508	IL15 (+55345)
Region30509	CALB1 (-250919)
Region30510	RPS15 (-63)
Region30511	TIMM44 (+75)
Region30512	KCNS2 (+46917)
Region30513	DCTN3 (-76)
Region30514	BTRC (-55994)
Region30515	NFAM1 (+108337)
Region30516	PRR20C (-971465)
Region30517	ZNF804A (-73318)
Region30518	PROC (-10203)
Region30519	DOCK2 (+203439)
Region30520	GAP43 (-465492)
Region30521	CAPRIN2 (-453)
Region30522	RERGL (+87891)
Region30523	SUSD1 (-25)
Region30524	REEP6 (+127)
Region30525	INSIG1 (+47220)
Region30526	DCC (+815192)
Region30527	CNTN4 (-532380)
Region30528	PROP1 (+51778)
Region30529	PRKCQ (-339887)
Region30530	TMEM121 (+698063)
Region30531	ALPK2 (+115389)
Region30532	DNAJC1 (-82372)
Region30533	ULBP3 (-11846)
Region30534	KCNN1 (-3288)
Region30535	MEOX1 (-11976)
Region30536	POLR1E (-29)
Region30537	PRDX1 (+30)
Region30538	NONE
Region30539	POU3F2 (+13765)
Region30540	OXNAD1 (+47136)
Region30541	JPH1 (+602)
Region30542	ZNF395 (-16148)
Region30543	CPNE2 (+312)
Region30544	SNTG2 (+14851)
Region30545	TSPAN14 (+81827)
Region30546	ARHGEF12 (+7410)
Region30547	TARS (-348115)
Region30548	ITGA4 (-175776)
Region30549	CCNE1 (+33078)
Region30550	NFIB (-8923)
Region30551	ZFHX3 (+73083)
Region30552	ING4 (-131)
