# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	DDX11 (+46057)
Region23398	DPY19L2 (+239294)
Region23399	RPL32 (-26626)
Region23400	EDNRA (-335471)
Region23401	PSMF1 (-51)
Region23402	KIF26B (+222211)
Region23403	RIOK2 (-25550)
Region23404	NCR1 (+1886)
Region23405	EVL (+13782)
Region23406	FOXO1 (-92)
Region23407	IGFBP7 (-586417)
Region23408	ADAMTS7 (-19745)
Region23409	ZC3H10 (-6)
Region23410	ZNF629 (+11597)
Region23411	FAM46B (-31947)
Region23412	RPS2 (-71)
Region23413	PARP16 (-9262)
Region23414	BABAM2 (-7519)
Region23415	PLPP6 (+47)
Region23416	POLE2 (+568)
Region23417	DACT1 (-276)
Region23418	POU3F3 (-32189)
Region23419	CEP85L (-106)
Region23420	SOX8 (+15984)
Region23421	KATNAL1 (+114368)
Region23422	SERINC5 (+21809)
Region23423	MIER2 (-49)
Region23424	ITK (+41830)
Region23425	PKM (+106)
Region23426	SCNN1B (-43680)
Region23427	EXTL2 (+59988)
Region23428	TRIR (+73)
Region23429	COL4A1 (+113651)
Region23430	FBXW7 (+251209)
Region23431	PLEKHA1 (-106)
Region23432	PTPRB (+77548)
Region23433	SPHKAP (-17230)
Region23434	DTNB (+151291)
Region23435	C10orf10 (+3840)
Region23436	SYBU (-90563)
Region23437	NABP1 (-189973)
Region23438	SGMS1 (+126424)
Region23439	TMEM184C (-25718)
Region23440	TFCP2L1 (+21034)
Region23441	MSH6 (-80694)
Region23442	PTTG2 (+168860)
Region23443	RFXAP (+74)
Region23444	ERBB4 (+70730)
Region23445	P2RX7 (+7175)
Region23446	CD244 (+25082)
Region23447	KIAA0368 (+1081)
Region23448	SPSB2 (+890)
Region23449	DAD1 (+18833)
Region23450	ZNF33B (+290)
Region23451	GRAMD2B (-488595)
Region23452	MLLT3 (+412915)
Region23453	ABHD11 (-110)
Region23454	LRRN3 (-7406)
Region23455	RBMS2 (-116)
Region23456	TERF1 (-99)
Region23457	ADCK5 (-134)
Region23458	TIPIN (-22)
Region23459	STK32A (+45681)
Region23460	SOX5 (-312297)
Region23461	MYLIP (+51231)
Region23462	NDEL1 (+29)
Region23463	AQP3 (-47)
Region23464	LRRC8C (-33710)
Region23465	CHI3L2 (+21326)
Region23466	NR2F2 (-601928)
Region23467	ATF4 (-372)
Region23468	TMEM178B (+78018)
Region23469	ATP5G1 (-237)
Region23470	PM20D2 (+274)
Region23471	SPARCL1 (-23801)
Region23472	TSNARE1 (-38)
Region23473	COX7A2L (+39173)
Region23474	ARHGAP25 (-7611)
Region23475	EPCAM (-44802)
Region23476	ANAPC15 (-1331)
Region23477	MARCH8 (+64978)
Region23478	FYN (-26)
Region23479	DNAJA1 (-12)
Region23480	NPC2 (-16)
Region23481	NDRG2 (+18)
Region23482	SEC22C (-8757)
Region23483	FBXW11 (-80089)
Region23484	CASC3 (+121)
Region23485	MAP1B (-88797)
Region23486	ZP1 (+3767)
Region23487	LRP6 (-6542)
Region23488	MAN1C1 (+58734)
Region23489	SEPT9 (-34118)
Region23490	PRKD1 (+18536)
Region23491	TM4SF18 (+45563)
Region23492	SF3B1 (-7075)
Region23493	PLEKHM3 (-17)
Region23494	SPATA8 (+74453)
Region23495	GATA3 (+277825)
Region23496	TOPAZ1 (-245342)
Region23497	NFKBIA (+51814)
Region23498	MYO1B (-38557)
Region23499	THAP11 (-8150)
Region23500	FAM210A (+114127)
Region23501	GFM1 (-71)
Region23502	GMDS (-104181)
Region23503	PPP1R21 (-89)
Region23504	CLK2 (-23)
Region23505	ST6GALNAC3 (+79764)
Region23506	SCGB1A1 (+58615)
Region23507	KCTD7 (-135125)
Region23508	FABP1 (-1596)
Region23509	PRR16 (-235101)
Region23510	AK3 (+89)
Region23511	VWC2 (+136011)
Region23512	AZGP1 (-3838)
Region23513	NCOR1 (+12563)
Region23514	GPX6 (+26560)
Region23515	HNRNPUL2 (-177)
Region23516	PIP5K1A (-114)
Region23517	SIK2 (-119)
Region23518	SCOC (-86002)
Region23519	EPHA4 (-202337)
Region23520	PFKP (-443471)
Region23521	SCP2D1 (-98698)
Region23522	AFF2 (-166498)
Region23523	HIST1H2BL (+155155)
Region23524	OPTN (-99)
Region23525	HIVEP2 (+100371)
Region23526	ING2 (+1105)
Region23527	ARRDC3 (+112447)
Region23528	YAF2 (-35624)
Region23529	RMND5A (-18)
Region23530	CYP46A1 (-149)
Region23531	TRHDE (+689547)
Region23532	ADSL (+68)
Region23533	KMT2D (-5263)
Region23534	GZF1 (-143)
Region23535	QPCT (+103067)
Region23536	C1orf216 (+11411)
Region23537	OSTN (+45896)
Region23538	EPHX3 (+8780)
Region23539	BCL10 (-29824)
Region23540	PPM1J (+47)
Region23541	RINL (+40)
Region23542	SNAPC3 (-45800)
Region23543	RPIA (-17)
Region23544	MRPL2 (+304)
Region23545	TYW1 (-80)
Region23546	MCHR1 (+4503)
Region23547	EPHX4 (+201)
Region23548	TLR4 (-61479)
Region23549	CCDC13 (-8086)
Region23550	CHTOP (-6)
Region23551	ADAM7 (+215585)
Region23552	USP34 (+103808)
Region23553	P3H3 (+452)
Region23554	RNF14 (+76)
Region23555	WRN (-38)
Region23556	ARMCX3 (+489)
Region23557	MAPK11 (-166)
Region23558	RELB (+430)
Region23559	TP53I11 (-37590)
Region23560	SNRK (+10242)
Region23561	CST9 (+4998)
Region23562	AOX1 (+220)
Region23563	IFI6 (+12184)
Region23564	MORN3 (-17399)
Region23565	FNIP2 (+133900)
Region23566	CSDE1 (+61)
Region23567	UBE2L5P (-50406)
Region23568	RHAG (+7368)
Region23569	MGAT4A (-44966)
Region23570	EEF1A1 (-205)
Region23571	ZEB2 (-151439)
Region23572	GPR85 (+49050)
Region23573	DOHH (-5149)
Region23574	TMEM263 (+28)
Region23575	ADGRG1 (+21544)
Region23576	PRLHR (+253422)
Region23577	OCIAD2 (+41)
Region23578	AIG1 (-129)
Region23579	CPLX1 (+44223)
Region23580	TSHZ2 (-173505)
Region23581	METAP1 (+27065)
Region23582	OSCP1 (-128)
Region23583	FBXO21 (-14)
Region23584	SLC44A1 (-88837)
Region23585	ANXA1 (+594122)
Region23586	COL21A1 (-294995)
Region23587	NBPF11 (-111230)
Region23588	CORO1A (+2589)
Region23589	SOD1 (+14)
Region23590	PLEKHA5 (+144339)
Region23591	MTHFD2 (+281)
Region23592	LIG1 (+177)
Region23593	KLHDC4 (+1202)
Region23594	CCNG2 (+36601)
Region23595	GPS2 (+159)
Region23596	ZNF385D (-623455)
Region23597	NUDT12 (-661695)
Region23598	NCAM1 (+1264)
Region23599	GLIS3 (+1867)
Region23600	MTCH2 (+6320)
Region23601	STK35 (+754)
Region23602	ZNF778 (+98482)
Region23603	AMER2 (+31953)
Region23604	GOLGB1 (-111)
Region23605	TMEM106B (-118806)
Region23606	ZNF850 (-84)
Region23607	TLDC1 (+10)
Region23608	GSE1 (+146)
Region23609	CDIPT (+15094)
Region23610	ICA1 (+130128)
Region23611	AUH (+1)
Region23612	ZFAT (+379879)
Region23613	MFSD13A (-35)
Region23614	GIPC1 (-10901)
Region23615	CDKN2AIP (-9)
Region23616	RPL37 (+71)
Region23617	DISP1 (+94546)
Region23618	DUSP11 (-3)
Region23619	LDB1 (+5467)
Region23620	JMY (+128650)
Region23621	GJA1 (+460346)
Region23622	MMAA (+1098)
Region23623	TMEM268 (+163)
Region23624	SFSWAP (-199566)
Region23625	SCAPER (+67183)
Region23626	PHLDB2 (+672)
Region23627	ANKRD30B (-289499)
Region23628	ERF (-6531)
Region23629	AHI1 (+37156)
Region23630	CNTNAP2 (-402966)
Region23631	NAV3 (+97900)
Region23632	FGF18 (-9617)
Region23633	PGS1 (+90)
Region23634	FNIP2 (+133474)
Region23635	MOB2 (-28859)
Region23636	TLE2 (-6720)
Region23637	TRA2B (-45795)
Region23638	GATB (+175419)
Region23639	HM13 (+65)
Region23640	CCDC47 (+59)
Region23641	APOB (-797001)
Region23642	TMEM200A (-71048)
Region23643	NOVA1 (-993852)
Region23644	HINT3 (-32)
Region23645	GID4 (-35)
Region23646	RTL1 (-123812)
Region23647	CDK2 (+19)
Region23648	VAV1 (+28932)
Region23649	NFE2L3 (-167898)
Region23650	STK17B (-68822)
Region23651	LAMA3 (+368)
Region23652	KIF26B (+225883)
Region23653	MSR1 (+247129)
Region23654	UNC5D (+587784)
Region23655	IDS (+1577)
Region23656	RPS29 (-119)
Region23657	EXOC3 (-50601)
Region23658	SDR16C5 (+47278)
Region23659	GBP2 (-1282)
Region23660	CPEB1 (+35)
Region23661	GHITM (-866551)
Region23662	MAATS1 (+92)
Region23663	SEL1L (-103)
Region23664	MPP7 (-15371)
Region23665	ZNF717 (-7185)
Region23666	RIPK2 (-369745)
Region23667	LRRC70 (+254152)
Region23668	HPS1 (-250029)
Region23669	SRP54 (+64247)
Region23670	SOX1 (-278340)
Region23671	POLA2 (+71)
Region23672	MYL7 (-4335)
Region23673	LUZP1 (+77541)
Region23674	EZR (-50403)
Region23675	PPM1A (+82273)
Region23676	IMPG1 (-285779)
Region23677	CITED2 (-118617)
Region23678	KANSL1L (+74)
Region23679	LY86 (+22231)
Region23680	CTNND2 (-757983)
Region23681	FAM171A2 (+52)
Region23682	TMOD2 (-79)
Region23683	GPRC5B (-414)
Region23684	TBC1D2B (+8721)
Region23685	RNF187 (+145)
Region23686	KDM7A (-38397)
Region23687	SFPQ (+244)
Region23688	PRKAG2 (+901)
Region23689	SMAD6 (+160884)
Region23690	LLGL2 (+24007)
Region23691	PTPMT1 (-198)
Region23692	NONE
Region23693	TMEM2 (-26705)
Region23694	SSTR1 (-129489)
Region23695	ANAPC7 (+37295)
Region23696	DNAJC27 (+204)
Region23697	EPG5 (-145)
Region23698	ABHD5 (+38)
Region23699	NACA (+15034)
Region23700	MAPK8IP1 (+52)
Region23701	SNTG1 (+466658)
Region23702	TMEM106B (-99361)
Region23703	TPM4 (+3201)
Region23704	WNT11 (-28923)
Region23705	EHD1 (-14718)
Region23706	FAM24A (+3773)
Region23707	KIFC2 (+122)
Region23708	MRO (+65033)
Region23709	HADH (+14762)
Region23710	HTR1F (+15344)
Region23711	TIMM50 (+396)
Region23712	NUP93 (+73)
Region23713	SCGB1A1 (+39794)
Region23714	HADH (+78)
Region23715	PDP2 (-7075)
Region23716	BAD (-704)
Region23717	AGA (-53675)
Region23718	TIAL1 (+623)
Region23719	CDK2AP2 (+179)
Region23720	DBNDD2 (-1605)
Region23721	ELL (-216)
Region23722	BACH2 (+29448)
Region23723	NDUFB5 (+47)
Region23724	CABYR (-174413)
Region23725	FUT10 (+151546)
Region23726	TBC1D32 (-128)
Region23727	PARN (+40469)
Region23728	SOBP (+121857)
Region23729	ZNF565 (-69)
Region23730	GPR68 (+25239)
Region23731	FAM86C1 (-326)
Region23732	STX6 (+16)
Region23733	GPR89B (+110340)
Region23734	CDH18 (-239048)
Region23735	ARRDC2 (+13238)
Region23736	RAB17 (-12696)
Region23737	NEK2 (+20368)
Region23738	TMEM19 (+89)
Region23739	SOCS3 (+17820)
Region23740	TECRL (+426618)
Region23741	CHRNB3 (-4784)
Region23742	MTX1 (+377)
Region23743	GJA10 (+46089)
Region23744	LGALS3 (-9155)
Region23745	CRBN (-27)
Region23746	WDR4 (+95546)
Region23747	PCBP3 (+153782)
Region23748	SATB1 (+288411)
Region23749	POLL (+17974)
Region23750	YAP1 (-299)
Region23751	DNAJC1 (-72)
Region23752	TXNDC17 (-41774)
Region23753	RASA3 (-16113)
Region23754	GRAMD1A (+50)
Region23755	TRABD2A (-7546)
Region23756	SAT2 (+13)
Region23757	DPF2 (-57)
Region23758	GP9 (+7688)
Region23759	CIRBP (-2547)
Region23760	ITGB4 (-56)
Region23761	MAL2 (-11245)
Region23762	POLR3K (+42714)
Region23763	ATP2B4 (-754)
Region23764	NEFM (+1889)
Region23765	TMBIM6 (-331)
Region23766	RANBP2 (+40)
Region23767	BCL2L1 (-771)
Region23768	ZNF219 (+11002)
Region23769	PRMT5 (+28)
Region23770	ENSG00000251569 (+93)
Region23771	PIK3R1 (+72755)
Region23772	GLS2 (-8559)
Region23773	PPIAL4G (-45584)
Region23774	ERAL1 (+55)
Region23775	CNTN3 (+227936)
Region23776	ZBTB14 (-67076)
Region23777	RGS9 (-36769)
Region23778	CHORDC1 (-596326)
Region23779	LMBRD1 (+89)
Region23780	CELF3 (-4686)
Region23781	FANCL (-519241)
Region23782	GGTLC1 (+51358)
Region23783	LUZP2 (-198190)
Region23784	CDC27 (+88904)
Region23785	SFRP5 (+175)
Region23786	IFFO1 (-115)
Region23787	DUSP12 (-10767)
Region23788	FIGN (+387478)
Region23789	CNTN4 (-481500)
Region23790	ATP5I (-62)
Region23791	MXI1 (+3443)
Region23792	INPP5A (-236)
Region23793	PRKAG1 (+12)
Region23794	STAP2 (+10321)
Region23795	ZNF57 (-82)
Region23796	BACH2 (+80104)
Region23797	DUSP28 (+806)
Region23798	CLDN10 (-73943)
Region23799	NEU1 (-17)
Region23800	ESAM (-700)
Region23801	TMEM52B (-16861)
Region23802	PRR7 (+8262)
Region23803	TMEM64 (-7793)
Region23804	DUT (+63367)
Region23805	BCL2L13 (+209)
Region23806	NOTO (-24705)
Region23807	IL1R2 (+69752)
Region23808	PREP (-340806)
Region23809	PTPN23 (-119)
Region23810	ATP13A2 (+372)
Region23811	SATB1 (-20902)
Region23812	B4GALT4 (-514)
Region23813	MAML3 (+114646)
Region23814	FRMD6 (-160000)
Region23815	TMPRSS11A (-69186)
Region23816	FAM214B (-121)
Region23817	SPINK2 (+74)
Region23818	LHX9 (-14604)
Region23819	POSTN (+39549)
Region23820	OLFM2 (+21697)
Region23821	DTWD2 (-1)
Region23822	NME7 (+138)
Region23823	TRIB2 (+214713)
Region23824	CLVS2 (+296150)
Region23825	SFMBT1 (-208)
Region23826	JARID2 (-330068)
Region23827	ALG13 (+40)
Region23828	DUS3L (+437)
Region23829	FSCN1 (-22612)
Region23830	RPL18A (-122)
Region23831	TNFAIP2 (+65263)
Region23832	EGR3 (-11705)
Region23833	FOXJ2 (+20)
Region23834	KCNJ18 (-43734)
Region23835	PREX1 (+512617)
Region23836	TAP1 (-60)
Region23837	LRMDA (+134428)
Region23838	PCDH20 (-463935)
Region23839	RAB10 (-22239)
Region23840	PPCS (+6650)
Region23841	LLGL2 (-90)
Region23842	HHEX (-7)
Region23843	RALGAPA2 (-147735)
Region23844	FSD1L (-83)
Region23845	CEACAM4 (-30194)
Region23846	SRF (-61)
Region23847	PRRC2B (-56527)
Region23848	RASSF2 (+8946)
Region23849	RGMB (-611336)
Region23850	ATP5D (-1359)
Region23851	RBMXL2 (-20069)
Region23852	TMEM5 (+128)
Region23853	GAS6 (+17418)
Region23854	PDCD11 (-57)
Region23855	SGSM2 (+5633)
Region23856	MTG2 (-42)
Region23857	TBC1D13 (+24)
Region23858	SOAT2 (-261)
Region23859	AP2S1 (-9974)
Region23860	SH3RF2 (+94376)
Region23861	CAPN6 (+25490)
Region23862	ZEB2 (+137303)
Region23863	FNDC7 (-3388)
Region23864	NONE
Region23865	PLXNA1 (-5751)
Region23866	CITED4 (-76)
Region23867	DDX51 (+60054)
Region23868	MCF2L (-26225)
Region23869	KIF26B (+1713)
Region23870	RASGEF1B (+65801)
Region23871	LSM11 (-45)
Region23872	EDEM1 (+317276)
Region23873	TMPO (-11744)
Region23874	SRP54 (-50610)
Region23875	COX7A2L (+7575)
Region23876	SRSF3 (-157)
Region23877	CAPRIN2 (-68331)
Region23878	HPRT1 (+82)
Region23879	SMIM27 (-216)
Region23880	SIK1 (+64595)
Region23881	NONE
Region23882	CTIF (+136303)
Region23883	NONE
Region23884	CLIC6 (+38653)
Region23885	LNPEP (-74)
Region23886	COX4I2 (+23937)
Region23887	EML2 (-106)
Region23888	ZFP69 (+41)
Region23889	OR1M1 (-7081)
Region23890	SOX13 (+582)
Region23891	DUS3L (-12912)
Region23892	RHEB (+79922)
Region23893	SPRYD7 (+56910)
Region23894	NONE
Region23895	SPACA6 (-16689)
Region23896	PHACTR1 (+82207)
Region23897	ATP6AP1L (+77860)
Region23898	ZCCHC7 (-40737)
Region23899	CDH19 (+410555)
Region23900	CDCP1 (+40300)
Region23901	LCP1 (+29145)
Region23902	TPM3 (+9031)
Region23903	DIDO1 (+37547)
Region23904	SCAF11 (-190)
Region23905	SMIM30 (-154540)
Region23906	MKL2 (+49076)
Region23907	LIN9 (+498)
Region23908	CYP26C1 (-11933)
Region23909	PPARG (-23249)
Region23910	H1FX (-148)
Region23911	HAO1 (-2457)
Region23912	WTAP (+1529)
Region23913	TCHP (-152)
Region23914	SLC46A1 (+214)
Region23915	SMAD3 (-224)
Region23916	BBX (-802036)
Region23917	RAB11FIP4 (+96261)
Region23918	EXOC7 (-36)
Region23919	MTMR10 (-183)
Region23920	ZNF646 (-225)
Region23921	PAM (-68)
Region23922	JMJD8 (+65)
Region23923	MICB (-55281)
Region23924	FGF5 (+69416)
Region23925	PRF1 (+43421)
Region23926	KLF2 (+46950)
Region23927	UCHL5 (+46)
Region23928	GNAS (+17774)
Region23929	FNIP1 (-140)
Region23930	CRLF3 (-15)
Region23931	RAD51AP1 (-144)
Region23932	LINC00672 (+42327)
Region23933	MEF2A (-132996)
Region23934	TMEM257 (+969438)
Region23935	AHSA2 (-221)
Region23936	DCAF8 (-5727)
Region23937	ORC5 (-24)
Region23938	HORMAD2 (+275)
Region23939	KLF13 (+65556)
Region23940	NAB1 (-21079)
Region23941	MESD (-20)
Region23942	SH3KBP1 (+139772)
Region23943	ZBTB32 (-10729)
Region23944	TNFAIP8L3 (-108256)
Region23945	PSMA6 (+14127)
Region23946	UBIAD1 (-337)
Region23947	CYP26B1 (+106018)
Region23948	GPR18 (+3133)
Region23949	CHD7 (+250554)
Region23950	PLD6 (+39913)
Region23951	NECTIN3 (-477555)
Region23952	TRMT61A (-55)
Region23953	SUZ12 (+24591)
Region23954	KLHL2 (-2270)
Region23955	ZMYND11 (+188796)
Region23956	CCNF (-96)
Region23957	TAF4B (-35)
Region23958	AKAIN1 (+430)
Region23959	NUDT14 (+59)
Region23960	NSUN7 (-38217)
Region23961	L3MBTL3 (-54162)
Region23962	UBE2L5P (-13986)
Region23963	NAA35 (-107)
Region23964	ZBP1 (-168)
Region23965	B3GNT6 (-61012)
Region23966	SIPA1L3 (+142089)
Region23967	SOS1 (-3324)
Region23968	NFATC1 (-69700)
Region23969	STX2 (+12809)
Region23970	ZNF346 (-23)
Region23971	BST1 (+201)
Region23972	BTG1 (+274619)
Region23973	DHX40 (-74416)
Region23974	RBPMS (-84245)
Region23975	CDK17 (+40332)
Region23976	RAP1GDS1 (-596349)
Region23977	TMEM185A (+134)
Region23978	KLF9 (-149351)
Region23979	LRFN5 (-370736)
Region23980	PLAU (+21337)
Region23981	PQLC1 (+37409)
Region23982	EIF4H (+9528)
Region23983	ATAD3A (-7126)
Region23984	ROBO3 (+11143)
Region23985	PTPRN2 (+226616)
Region23986	NEMP1 (+9065)
Region23987	DDX56 (+8273)
Region23988	TGFBRAP1 (+306)
Region23989	POMGNT2 (+45440)
Region23990	PTPDC1 (+81681)
Region23991	GTPBP10 (-9)
Region23992	ZDHHC14 (-1034)
Region23993	LIMK1 (+10725)
Region23994	PRDM5 (+370)
Region23995	PRCP (+167214)
Region23996	PIK3CB (-25651)
Region23997	FGD2 (+45964)
Region23998	ACSF3 (+146)
Region23999	SGK3 (+95)
Region24000	NEURL4 (-467)
Region24001	RPIA (+228326)
Region24002	JPH2 (+51552)
Region24003	RASSF7 (+7584)
Region24004	TPGS1 (-423)
Region24005	ENSG00000214732 (-7810)
Region24006	TIMM13 (+123)
Region24007	CHSY3 (+305208)
Region24008	NUP35 (+519755)
Region24009	DNAJB1 (+10890)
Region24010	DUSP7 (-912)
Region24011	HPGD (-144279)
Region24012	OLIG3 (-65547)
Region24013	SPOCD1 (-11317)
Region24014	SPSB3 (+86)
Region24015	CERS4 (-60)
Region24016	FASLG (+84113)
Region24017	ING1 (+66734)
Region24018	IQSEC1 (+78065)
Region24019	TRIM49B (-65138)
Region24020	SCD5 (-16305)
Region24021	GRIP1 (-285727)
Region24022	SH3TC1 (-10168)
Region24023	MTRNR2L1 (-390530)
Region24024	PCNX3 (-302)
Region24025	FOXO1 (+479176)
Region24026	NOS1 (-76977)
Region24027	TRIM71 (+25660)
Region24028	SLITRK5 (+5326)
Region24029	EPHX4 (+12062)
Region24030	GADD45A (-10304)
Region24031	CENPH (-42)
Region24032	SPON1 (-93444)
Region24033	TRIM13 (-344)
Region24034	PHF8 (+698)
Region24035	CTTNBP2NL (-51209)
Region24036	ZBTB7A (-10700)
Region24037	RNF144A (+550939)
Region24038	DPP4 (+117763)
Region24039	MCF2L2 (+77899)
Region24040	CCNG2 (+39534)
Region24041	SPATA31A6 (+909315)
Region24042	ZNF236 (-101035)
Region24043	FOXN3 (-154963)
Region24044	ITPR1 (+25743)
Region24045	NLGN4Y (+932455)
Region24046	WWP1 (-23023)
Region24047	DKK1 (-250721)
Region24048	ANKRD11 (+87582)
Region24049	WISP3 (-63929)
Region24050	ZSWIM1 (-58)
Region24051	C1QTNF9B (-1362)
Region24052	FKRP (+389)
Region24053	PSD3 (-128)
Region24054	THSD7B (+566255)
Region24055	WASL (-45928)
Region24056	DLG3 (-10955)
Region24057	PACS1 (-256)
Region24058	METRNL (-12563)
Region24059	HNMT (-121890)
Region24060	FCHO2 (-22)
Region24061	ARL4A (+177849)
Region24062	FNDC10 (+4825)
Region24063	ATP5G1 (-13775)
Region24064	EPHA7 (-485714)
Region24065	ANK2 (+306134)
Region24066	NPHP4 (-74)
Region24067	PMVK (-53)
Region24068	ADAM22 (-184)
Region24069	ABCA3 (-201)
Region24070	NKAIN3 (-33333)
Region24071	NONE
Region24072	TIAM1 (+48555)
Region24073	TBC1D16 (+38641)
Region24074	H6PD (-4967)
Region24075	NOS2 (-5158)
Region24076	TNFRSF10A (+6287)
Region24077	SRSF6 (+87)
Region24078	ITSN1 (+97044)
Region24079	FOXD1 (-2854)
Region24080	NONE
Region24081	CAND1 (-199724)
Region24082	EPB41L4B (+76355)
Region24083	GOLGA2 (+25428)
Region24084	LRRC4 (-104833)
Region24085	ZNF700 (-1242)
Region24086	C2orf50 (-3055)
Region24087	PTMA (+1932)
Region24088	ST6GALNAC5 (-166708)
Region24089	RNF41 (-8)
Region24090	RP2 (-55)
Region24091	CLECL1 (-8689)
Region24092	NONE
Region24093	SSNA1 (+111)
Region24094	DMAC1 (-253614)
Region24095	ANKRD9 (-14933)
Region24096	FAM129A (+107164)
Region24097	SSRP1 (+88)
Region24098	HTT (-26931)
Region24099	SNX19 (+21056)
Region24100	PPFIA2 (+736)
Region24101	STX4 (+824)
Region24102	C6orf226 (-11)
Region24103	SYNE1 (+430677)
Region24104	RNF216 (+55)
Region24105	IPP (-108)
Region24106	SLC25A10 (-37)
Region24107	KCNK10 (+137202)
Region24108	NRXN1 (-920132)
Region24109	MSL1 (-523)
Region24110	ZNF136 (+5)
Region24111	ADCY4 (+2634)
Region24112	KYAT3 (+8898)
Region24113	TMPO (-549530)
Region24114	PLXNB2 (+13923)
Region24115	KLF12 (-236149)
Region24116	FAM234B (+178)
Region24117	IGLL1 (+146542)
Region24118	ALCAM (+1889)
Region24119	SLC28A3 (+18784)
Region24120	NDUFA12 (+129840)
Region24121	TAB2 (-57081)
Region24122	PRR12 (-1430)
Region24123	ZNF813 (-3)
Region24124	ASMT (+104236)
Region24125	RNF219 (-153131)
Region24126	USP10 (-60)
Region24127	NIPA1 (-71885)
Region24128	ANGPTL7 (+2792)
Region24129	CNKSR3 (+85081)
Region24130	NPEPL1 (+43)
Region24131	GPR156 (+92744)
Region24132	MN1 (+423115)
Region24133	RAB11FIP4 (+117267)
Region24134	PTCHD4 (-124548)
Region24135	URM1 (-84)
Region24136	SLURP1 (+2951)
Region24137	ZNF583 (-155)
Region24138	CWC27 (+205573)
Region24139	SNX25 (+5306)
Region24140	ACVR2A (-164932)
Region24141	FNBP1 (+94)
Region24142	STPG4 (+26303)
Region24143	FOXN3 (+28)
Region24144	SMOX (-63162)
Region24145	RGCC (-44021)
Region24146	ZNRF1 (+1)
Region24147	SLAMF1 (-18522)
Region24148	MIA3 (+36946)
Region24149	ARHGEF28 (+93107)
Region24150	HDAC11 (+42)
Region24151	MTSS1 (+40283)
Region24152	CTHRC1 (+155)
Region24153	PCBP2 (-115)
Region24154	COL4A1 (+41959)
Region24155	METTL3 (+12673)
Region24156	C3orf52 (-11001)
Region24157	FAM3D (-452504)
Region24158	STX4 (-122)
Region24159	MYCBP2 (-462)
Region24160	STAT5A (+961)
Region24161	MTIF3 (+314)
Region24162	VWA3A (+7393)
Region24163	AP2S1 (-10824)
Region24164	ESAM (-38049)
Region24165	GCNT4 (-22497)
Region24166	MLPH (-11663)
Region24167	MMP16 (+506425)
Region24168	EIF4G2 (-1052)
Region24169	SPG7 (-2750)
Region24170	TRIP12 (-28385)
Region24171	LAMP1 (+10545)
Region24172	ALOX5 (+59905)
Region24173	ZNF20 (+67)
Region24174	GUCA1B (+15760)
Region24175	TDRP (-185529)
Region24176	DHX9 (+6775)
Region24177	APBB1IP (+10719)
Region24178	RAP2B (+59667)
Region24179	PNPO (-69)
Region24180	KIAA0556 (-112)
Region24181	NOMO2 (-63)
Region24182	TAS2R40 (+18728)
Region24183	CLINT1 (+37)
Region24184	BFSP2 (+76446)
Region24185	ANTXR1 (-619)
Region24186	TENM2 (-96804)
Region24187	ILF3 (-264)
Region24188	COL9A1 (+19868)
Region24189	S100B (+45629)
Region24190	SCFD1 (+170)
Region24191	TIGD6 (-357)
Region24192	CBLB (+115905)
Region24193	ACTL7B (+346225)
Region24194	STH (+44238)
Region24195	SERTAD2 (-114095)
Region24196	PAM (-110765)
Region24197	HMG20A (+95942)
Region24198	UCN3 (+957)
Region24199	FAM13B (+197)
Region24200	FUT11 (+407)
Region24201	NEK6 (-106925)
Region24202	SLITRK1 (-273851)
Region24203	ZNF304 (-89)
Region24204	PUM3 (+86)
Region24205	FBN2 (+39366)
Region24206	BRD7 (-27638)
Region24207	PPP1R15B (-19863)
Region24208	PIK3R5 (-26213)
Region24209	SNX27 (-17791)
Region24210	LMX1B (-15503)
Region24211	YY1 (-17282)
Region24212	MYC (+804772)
Region24213	PPP1R10 (+2256)
Region24214	GGNBP2 (+543)
Region24215	LRRN3 (-173984)
Region24216	HDAC4 (+78975)
Region24217	TDRD12 (+74515)
Region24218	BNIP3L (+221)
Region24219	AEBP2 (+135316)
Region24220	NCBP3 (-53)
Region24221	SUSD3 (+5849)
Region24222	NOL6 (-102043)
Region24223	WIPI2 (+24)
Region24224	SMIM2 (+19215)
Region24225	AAED1 (+383)
Region24226	SNED1 (+37847)
Region24227	HS6ST1 (-263236)
Region24228	MUL1 (+41)
Region24229	NOD2 (+14704)
Region24230	NPAT (+26757)
Region24231	SLC38A2 (+29)
Region24232	ENDOV (-42215)
Region24233	PREX1 (+58360)
Region24234	SPIN1 (+82)
Region24235	FAM8A1 (+80)
Region24236	CLUH (+130)
Region24237	ST3GAL5 (-100066)
Region24238	NONE
Region24239	LINS1 (+5244)
Region24240	AUH (+167843)
